Report generated on: 02-28-2022 15:48:00
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.26-1-FJI-BCF.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-FIN-BCF.A","        Finland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-CSK-BCF.A","        Former Czechoslovakia","18","23","23","21","26","25","25","23","31","30","25","20","9.89","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-1-SCG-BCF.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","29.876","33.97303","27.8","32","23.696365","24.29672","33.26673","23.978885","19.176045","21.25963","21.189","11.65395","8.4756","8.82875","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-1-SUN-BCF.A","        Former U.S.S.R.","15370","16430","17680","18927","20744","22707","24195","25358","27192","28111","28782","28623","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-1-YUG-BCF.A","        Former Yugoslavia","64","67","62","56","72","82","86","77","107","101","94","92","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-1-FRA-BCF.A","        France","280","258","250","247","237","202","159","134","113","108","101","114","111.38","120.88","124.767895","118.41","102.801965","91.32459","79.88253","72.996105","66.32157","67.45165","65.33275","56.85715","49.441","40.61225","43.43745","38.1402","32.4898","31.0772","26.48625","21.8953","18.469745","12.0071","0.600355","0.741615","0.7063003","0.5650415","0.30956069","0.573253896",""
"INTL.26-1-GUF-BCF.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-PYF-BCF.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-GAB-BCF.A","        Gabon","2.5","2.1","2","5.3","5.3","2","1","4.1","3.5","3.2","3","3.54859216809933","3.5315","3.5315","3.53","3.53","3.5315","3.5315","3.5315","3.5315","2.8252","2.8252","3.17835","3.17835","3.5315","3.5315","3.5315","2.8252","2.8252","2.82519999999999","2.82519999999999","2.47205000000001","13.596275","11.23017","14.8323","13.34907","13.3843847","11.82696011","12.86955049","11.26901561",""
"INTL.26-1-GMB-BCF.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-GEO-BCF.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","0.71","0","0","0","0","2.1189","2.1189","2.1189","2.1189","2.1189","0.459095","0.7063","0.7063","0.529725","0.35315","0.35315","0.28252","0.35315","0.176575","0.105945","0.07063","0.21189","0.035315","0.35315","0.22473181818182","0.26004651818182","0.318777155","0.318777155","0.215440227"
"INTL.26-1-DEU-BCF.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","668","677.8","677.659","702.98039","744.05","804.299125","792.32734","772.233105","823.369225","778.660435","785.12308","787.87765","763.93408","698.31881","688.92502","718.02458","709.61961","626.876565","621.04959","532.161735","523.686135","462.20272","431.5493","334.397735","308.29995","319.0003041","278.5296579","217.4368262","209.5969628","178.9791179"
"INTL.26-1-DDR-BCF.A","        Germany, East","246","277","242","303","330","332","303","291","307","280","136","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-1-DEUW-BCF.A","        Germany, West","679","688","590","629","658","597","547","632","589","580","579","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-1-GHA-BCF.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.76575","25.253435490812","22.460922170696","32.29390656492","31.1943646","56.45605864",""
"INTL.26-1-GIB-BCF.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-GRC-BCF.A","        Greece","0","0","2.2","2.1","2.3","2.2","3","3.4","4.1","4.1","4","4","4","2.866","1.34","1.23","1.34197","1.306655","1.165395","0.07063","1.27134","1.236025","1.306655","0.953505","0.882875","0.56504","0.812245","0.741615","0.49441","0.388465","0.247205","0.21189","0.21189","0.21189","0.176575","0.14126","0.3178335","0.2825188","0.397836107","0.397836107","0.202898963"
"INTL.26-1-GRL-BCF.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-GRD-BCF.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-GLP-BCF.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-GUM-BCF.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-GTM-BCF.A","        Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-1-GIN-BCF.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
