Country,Year,undesa_share_of_population_that_are_international_migrants_by_origin
Turks and Caicos Islands,1990,156.79347826086956
United States Virgin Islands,1990,4.54393387779199
Belize,1990,19.24832314959958
Costa Rica,1990,2.2210104647122106
El Salvador,1990,23.564166271669052
Guatemala,1990,3.758589868974138
Honduras,1990,3.1557915138169177
Mexico,1990,5.2361101357484445
Nicaragua,1990,10.578528238729008
Panama,1990,5.438888587609766
Argentina,1990,1.3187395136671514
Bolivia,1990,3.273099339984521
Brazil,1990,0.32976400343012713
Chile,1990,3.7140506577327237
Colombia,1990,3.0485488905710008
Ecuador,1990,2.0917744435965795
Falkland Islands,1990,12.730903644533202
French Guiana,1990,2.4265623130948923
Guyana,1990,31.389225971537964
Paraguay,1990,7.049795982538293
Peru,1990,1.419069618180206
Suriname,1990,43.8969911320955
Uruguay,1990,7.637192974783236
Venezuela,1990,0.9448131468651862
Canada,1990,3.6100444412201984
Greenland,1990,17.108294930875577
Saint Pierre and Miquelon,1990,8.654363017380398
United States,1990,0.6846782819070716
Australia,1990,1.7747780149287171
New Zealand,1990,11.418393696616565
Fiji,1990,12.374978554026695
New Caledonia,1990,2.444471945736023
Papua New Guinea,1990,0.06731164816480976
Solomon Islands,1990,0.7092721623502176
Vanuatu,1990,3.3218488828244928
Micronesia (country),1990,22.283601927230436
Kiribati,1990,5.598530264939083
Marshall Islands,1990,3.017031630170316
Nauru,1990,14.927414264674944
Palau,1990,19.630883622120425
American Samoa,1990,4.332597435679714
Samoa,1990,45.98426260926184
Tonga,1990,34.359254856998604
Tuvalu,1990,26.374859708193043
World,1995,2.8115554182772713
Burundi,1995,9.02879618055254
Comoros,1995,10.788945590394494
Djibouti,1995,1.1047217176804651
Eritrea,1995,17.02442625010945
Ethiopia,1995,1.4311130017638158
Kenya,1995,0.9998704637882546
Madagascar,1995,0.49960657948411635
Malawi,1995,1.5320865083136455
Mauritius,1995,10.106797699251157
Mozambique,1995,5.248791970846998
Rwanda,1995,35.301405468012454
Seychelles,1995,36.264725451058666
Somalia,1995,12.933818157742882
South Sudan,1995,8.558749719621641
Uganda,1995,1.773214206896072
Tanzania,1995,0.7728760184785198
Zambia,1995,1.548874041840651
Zimbabwe,1995,2.523898358394706
Angola,1995,4.937761761121475
Cameroon,1995,1.0215894371640437
Central African Republic,1995,1.5268433363474048
Chad,1995,3.1824670453266464
Congo,1995,4.272414878199038
Democratic Republic of Congo,1995,1.3464998601725375
Equatorial Guinea,1995,9.342791806235507
Gabon,1995,1.53094471547563
Sao Tome and Principe,1995,14.62723744864405
Algeria,1995,3.406524173556047
Egypt,1995,2.3935627452262227
Libya,1995,1.5639763692017208
Morocco,1995,6.978981268421744
Sudan,1995,3.2180258754389595
Tunisia,1995,5.226433909746422
Botswana,1995,1.5869472145213666
Eswatini,1995,3.2735025398236584
Lesotho,1995,7.194413983370887
Namibia,1995,1.7335579218436896
South Africa,1995,0.9315335128031075
Benin,1995,4.668420496509048
Burkina Faso,1995,12.048359346196387
Cape Verde,1995,27.687632025846
Cote d'Ivoire,1995,3.165532598123672
Gambia,1995,3.401097133824276
Ghana,1995,2.515866585149763
Guinea,1995,5.032745128329072
Guinea-Bissau,1995,6.166965146714423
Liberia,1995,26.522541433599866
Mali,1995,8.560328657598955
Mauritania,1995,6.557228251708354
Niger,1995,1.8657703680045994
Nigeria,1995,0.4859129884342176
Senegal,1995,4.131813529217833
Sierra Leone,1995,10.637360584560286
Togo,1995,7.325947349130786
Kazakhstan,1995,20.803603328089647
Kyrgyzstan,1995,12.045782655467603
Tajikistan,1995,9.634773485872724
Turkmenistan,1995,5.787362212593109
Uzbekistan,1995,6.650558577138649
China,1995,0.40537011371039927
Hong Kong,1995,10.144859648724884
Taiwan,1995,0.0
North Korea,1995,0.24607200523275224
Japan,1995,0.5169868930824989
Mongolia,1995,1.205125984707685
South Korea,1995,3.740652899404738
Brunei,1995,11.797571286248957
Cambodia,1995,3.924618142864986
Indonesia,1995,0.983695284665481
Laos,1995,11.302766937715788
Malaysia,1995,4.203556452965413
Myanmar,1995,2.0761089379935553
Philippines,1995,3.5566317576097255
Singapore,1995,4.767490535921524
Thailand,1995,0.6926129047924041
Vietnam,1995,2.4593627522948664
Afghanistan,1995,24.00270625115747
Bangladesh,1995,4.709152691788056
Bhutan,1995,22.065207835714112
India,1995,0.7421175832889967
Iran,1995,1.2153429299884781
Maldives,1995,0.6637969025434399
Nepal,1995,3.967487319518834
Pakistan,1995,2.698531595189035
Sri Lanka,1995,5.062403123360151
Armenia,1995,28.031121274067562
Azerbaijan,1995,22.02086112926662
Bahrain,1995,4.6148824370496255
Cyprus,1995,19.08776220465261
Georgia,1995,19.156586121442405
Iraq,1995,3.735129415144177
Israel,1995,5.508342426482082
Jordan,1995,7.388051277424674
Kuwait,1995,6.040760766345747
Lebanon,1995,15.06465150144018
Oman,1995,0.6280545868535891
Qatar,1995,2.590725040753963
Saudi Arabia,1995,0.7023578247300388
Palestine,1995,86.86043416679682
Syria,1995,4.6096574874990335
Turkey,1995,4.739099155149655
United Arab Emirates,1995,4.054823425457921
Yemen,1995,3.260502880882336
Belarus,1995,17.231205506545898
Bulgaria,1995,7.7504041206281435
Czechia,1995,5.988362831730254
Hungary,1995,3.905005049612979
Poland,1995,4.61736012415623
Moldova,1995,14.284424142089048
Romania,1995,4.253179884803434
Russia,1995,7.817686506976834
Slovakia,1995,3.5645255205591324
Ukraine,1995,11.013195227553126
Denmark,1995,3.9693971134263344
Estonia,1995,9.042822670349317
Finland,1995,5.638881096586608
Iceland,1995,8.00853426597466
Ireland,1995,24.03946906892194
Latvia,1995,9.127374549327959
Lithuania,1995,9.441023280976802
Norway,1995,3.4586933443492964
Sweden,1995,2.5536922697549156
United Kingdom,1995,6.4016798875241765
Albania,1995,16.096318476236
Andorra,1995,6.486063263388663
Bosnia and Herzegovina,1995,35.84508842796214
Croatia,1995,15.92485904084745
Greece,1995,9.345314904785276
Vatican,1995,3.3419023136246784
Italy,1995,5.610425866732132
Malta,1995,29.143284698840255
Montenegro,1995,23.313276995063013
North Macedonia,1995,24.807249078410837
Portugal,1995,19.03482021483409
San Marino,1995,9.47348119575699
Serbia,1995,9.248265783231629
Slovenia,1995,5.454752737898054
Spain,1995,3.424221122393657
Austria,1995,6.133142297236597
Belgium,1995,3.678802439039715
France,1995,2.341267855148051
Germany,1995,3.7532715757556385
Liechtenstein,1995,9.772050252557959
Luxembourg,1995,9.27979027061461
Monaco,1995,15.567342422960529
Netherlands,1995,4.699139867642902
Switzerland,1995,4.849518670451756
Antigua and Barbuda,1995,39.26636766076421
Bahamas,1995,10.562533237680197
Barbados,1995,33.69442198868229
Cuba,1995,8.57960042416382
Dominica,1995,62.17565572041347
Dominican Republic,1995,8.530433716119944
Grenada,1995,53.92078655046567
Haiti,1995,8.53965048010145
Jamaica,1995,28.352235165498747
Saint Kitts and Nevis,1995,58.61159303182261
Saint Lucia,1995,20.88363257552546
Saint Vincent and the Grenadines,1995,42.2692816748887
Trinidad and Tobago,1995,20.02407909424334
Belize,1995,20.269421439684578
Costa Rica,1995,2.3968248416877165
El Salvador,1995,16.577882038914815
Guatemala,1995,4.437638672905934
Honduras,1995,4.319050062970637
Mexico,1995,7.581307631441114
Nicaragua,1995,9.408718698847961
Panama,1995,4.853801575154937
Argentina,1995,1.3838453977826224
Bolivia,1995,3.719857985756069
Brazil,1995,0.45086501694862907
Chile,1995,3.471328287368548
Colombia,1995,3.3386023912619813
Ecuador,1995,2.8478757036648408
Guyana,1995,38.78796476544007
Paraguay,1995,7.030696875213269
Peru,1995,2.0802111413855817
Suriname,1995,43.34832330355708
Uruguay,1995,7.257228369168263
Venezuela,1995,1.1028363527991112
Canada,1995,3.6493602265767846
United States,1995,0.6891707716553901
Australia,1995,1.8969067168755904
New Zealand,1995,11.345001551045732
Fiji,1995,13.732803045543882
Papua New Guinea,1995,0.07825237518803993
Solomon Islands,1995,0.7075340406818157
Vanuatu,1995,3.33668329755413
Micronesia (country),1995,27.111173106430464
Kiribati,1995,5.4634824231818415
Marshall Islands,1995,8.233242161176516
Nauru,1995,14.219838132881609
Palau,1995,16.575358433383844
Samoa,1995,48.19288444575125
Tonga,1995,39.811611720085025
Tuvalu,1995,29.447192944719298
World,2000,2.8203697165712476
Burundi,2000,11.893531002586508
Comoros,2000,12.999162914532466
Djibouti,2000,1.2618854840665183
Eritrea,2000,22.312995084219118
Ethiopia,2000,0.6732914850686847
Kenya,2000,0.993081180508774
Madagascar,2000,0.4889322542561886
Malawi,2000,1.6704023616636519
Mauritius,2000,10.041201639965337
Mozambique,2000,3.6383453520721214
Reunion,2000,0.3260708872582274
Rwanda,2000,4.010719856893793
Seychelles,2000,23.75861132373639
Somalia,2000,11.340167375806589
South Sudan,2000,5.526796481463678
Uganda,2000,2.189312976711911
Tanzania,2000,0.6431799802126482
Zambia,2000,1.5380365981300588
Zimbabwe,2000,2.9624671400419578
Angola,2000,5.569865396413901
Cameroon,2000,1.0590214841564467
Central African Republic,2000,1.522241520966943
Chad,2000,2.466018817916587
Congo,2000,4.324171361697501
Democratic Republic of Congo,2000,1.8300049059744832
Equatorial Guinea,2000,9.88650235903527
Gabon,2000,1.4687074381349425
Sao Tome and Principe,2000,17.674886127200136
Algeria,2000,3.3437827517461853
Egypt,2000,2.481849859543357
Libya,2000,1.4933855528656508
Morocco,2000,7.21342522759862
Sudan,2000,3.2471471422256384
Tunisia,2000,5.015931136371619
Western Sahara,2000,52.62840970675017
Botswana,2000,1.623712296899046
Eswatini,2000,3.393168309741484
Lesotho,2000,5.930967308718741
Namibia,2000,2.749831019239567
South Africa,2000,1.1154670018464137
Benin,2000,4.777870376492912
Burkina Faso,2000,11.021876298409598
Cape Verde,2000,29.152128320464854
Cote d'Ivoire,2000,3.2770898942913433
Gambia,2000,3.447425378004839
Ghana,2000,2.572181431983754
Guinea,2000,4.575065209595989
Guinea-Bissau,2000,6.464969345836404
Liberia,2000,8.720962685982924
Mali,2000,7.060427272846863
Mauritania,2000,4.091183351031493
Niger,2000,1.811189120369206
Nigeria,2000,0.4989456784617344
Senegal,2000,4.027544744798566
Sierra Leone,2000,11.10459650523386
Togo,2000,5.425304087437144
Kazakhstan,2000,23.819270529964903
Kyrgyzstan,2000,11.508801978250302
Tajikistan,2000,8.70582943727721
Turkmenistan,2000,4.96881399287177
Uzbekistan,2000,6.362405583700091
China,2000,0.45600058133939336
Hong Kong,2000,10.382666437391544
Taiwan,2000,0.0
North Korea,2000,0.31553820000961225
Japan,2000,0.5559205059859712
Mongolia,2000,1.2783758520107265
South Korea,2000,3.958290843729712
Brunei,2000,13.57941686726737
Cambodia,2000,3.7812578129878296
Indonesia,2000,1.1418057586799222
Laos,2000,12.196158274102922
Malaysia,2000,5.178589074568992
Myanmar,2000,2.620543480396641
Philippines,2000,3.926908583428887
Singapore,2000,4.788685269723138
Thailand,2000,0.8435357253251926
Vietnam,2000,2.7011899613430845
Afghanistan,2000,22.86182305382056
Bangladesh,2000,4.262247475208382
Bhutan,2000,20.33505128474114
India,2000,0.7503534427809795
Iran,2000,1.2666290347633178
Maldives,2000,0.4352245558275709
Nepal,2000,4.0825026453463975
Pakistan,2000,2.393106825194923
Sri Lanka,2000,5.214152432424027
Armenia,2000,28.575347187269205
Azerbaijan,2000,20.074364041802134
Bahrain,2000,7.182558192022389
Cyprus,2000,16.279333565146594
Georgia,2000,22.168299182244493
Iraq,2000,3.5255276615826414
Israel,2000,5.110370102400811
Jordan,2000,7.189836202865986
Kuwait,2000,5.545632218697849
Lebanon,2000,14.543946638548091
Oman,2000,0.6888529978090567
Qatar,2000,2.477775133467349
Saudi Arabia,2000,0.7433952256695755
Palestine,2000,85.83508917003644
Syria,2000,4.308552751725733
Turkey,2000,4.502411725605658
United Arab Emirates,2000,3.5443403092531205
Yemen,2000,3.0409204488855264
Belarus,2000,17.07565160178633
Bulgaria,2000,8.610730423329676
Czechia,2000,7.029902888164042
Hungary,2000,4.118767470387238
Poland,2000,5.310688033744797
Moldova,2000,14.342657826866276
Romania,2000,5.144343133344834
Russia,2000,7.284431551432469
Slovakia,2000,4.658702657631019
Ukraine,2000,11.459337715680668
Denmark,2000,4.077011273887926
Estonia,2000,10.136508111222055
Faeroe Islands,2000,27.129834072972912
Finland,2000,6.088355079546789
Iceland,2000,9.33286739718798
Ireland,2000,21.692740996459246
Latvia,2000,10.009479269341275
Lithuania,2000,9.953732921131222
Norway,2000,3.6412612862897626
Sweden,2000,2.889218007210829
United Kingdom,2000,6.550898663949689
Albania,2000,26.346346691822887
Andorra,2000,8.525768466126319
Bosnia and Herzegovina,2000,39.89924759595391
Croatia,2000,20.48364131140507
Greece,2000,8.867315165722607
Vatican,2000,5.189873417721519
Italy,2000,5.410795824425726
Malta,2000,26.640230255887857
Montenegro,2000,29.89953680010692
North Macedonia,2000,26.15126721095643
Portugal,2000,19.36263324967561
San Marino,2000,12.723962126729788
Serbia,2000,11.930494206550605
Slovenia,2000,5.969633397225953
Spain,2000,3.161352263192336
Austria,2000,5.924831422298605
Belgium,2000,3.8792279279824267
France,2000,2.6355817593235304
Germany,2000,3.9744618003713796
Liechtenstein,2000,8.100289296046286
Luxembourg,2000,9.117508128757686
Monaco,2000,15.93878312803285
Netherlands,2000,4.694349959952752
Switzerland,2000,5.185529645156251
Anguilla,2000,22.477146442014696
Antigua and Barbuda,2000,43.130238004394336
Aruba,2000,8.4516363877031
Bahamas,2000,11.508664798939758
Barbados,2000,34.98863766108924
Cuba,2000,9.417123544556953
Dominica,2000,69.31083991385499
Dominican Republic,2000,10.499559867727768
Grenada,2000,62.03117554965625
Guadeloupe,2000,1.9907168378683147
Haiti,2000,9.478222671088005
Jamaica,2000,32.31497518738478
Martinique,2000,3.638000877126968
Montserrat,2000,325.3731343283582
Puerto Rico,2000,41.94835715214537
Saint Kitts and Nevis,2000,70.0201891885761
Saint Lucia,2000,25.23718075502275
Saint Vincent and the Grenadines,2000,49.67482163897316
Trinidad and Tobago,2000,24.290164059916712
Turks and Caicos Islands,2000,30.70539419087137
United States Virgin Islands,2000,7.175107231544886
Belize,2000,19.49415713072662
Costa Rica,2000,2.6556587738294946
El Salvador,2000,16.11843211451223
Guatemala,2000,5.00222131736823
Honduras,2000,5.203475239979862
Mexico,2000,9.669254790035312
Nicaragua,2000,9.893200455288786
Panama,2000,4.518612310924245
Argentina,2000,1.5067263532905555
Bolivia,2000,4.094689288891898
Brazil,2000,0.5380491881762413
Chile,2000,3.3371484811648804
Colombia,2000,3.618322650549906
Ecuador,2000,3.5200352523983875
Falkland Islands,2000,43.51724137931035
French Guiana,2000,2.2063012934744397
Guyana,2000,48.499835279181696
Paraguay,2000,7.038526811494285
Peru,2000,2.6233766783482233
Suriname,2000,44.85013080111436
Uruguay,2000,7.0981891922666085
Venezuela,2000,1.3134387510747672
Canada,2000,3.7355395655323873
Greenland,2000,23.823759698199158
Saint Pierre and Miquelon,2000,9.055191768007484
United States,2000,0.7026092712900716
Australia,2000,2.010569607329283
New Zealand,2000,12.693055595865449
Fiji,2000,16.2646375943113
New Caledonia,2000,2.3310452197296723
Papua New Guinea,2000,0.0778440348930072
Solomon Islands,2000,0.661068905771025
Vanuatu,2000,3.374710754525205
Micronesia (country),2000,36.3428145803268
Kiribati,2000,4.728392867721107
Marshall Islands,2000,13.744729479449896
Nauru,2000,15.413642960812773
Palau,2000,20.92755443886097
American Samoa,2000,5.584183405195079
Samoa,2000,54.19250920013299
Tonga,2000,47.41022028950001
Tuvalu,2000,27.800255536626917
World,2005,2.9271243706654397
Burundi,2005,8.417217062055652
Comoros,2005,15.719272430002043
Djibouti,2005,1.5304220374645068
Eritrea,2005,10.588883743423759
Ethiopia,2005,0.6863959764394638
Kenya,2005,0.9884833259735857
Madagascar,2005,0.8115136391335376
Malawi,2005,1.7584656996107224
Mauritius,2005,10.69132003829756
Mozambique,2005,3.234865626290169
Reunion,2005,0.3275113366844731
Rwanda,2005,3.2702806038763743
Seychelles,2005,26.493480124531878
Somalia,2005,10.155715748355295
South Sudan,2005,3.0326312701111515
Uganda,2005,2.118875518835569
Tanzania,2005,0.6109649586038588
Zambia,2005,1.5308305058499134
Zimbabwe,2005,4.146605648878994
Angola,2005,3.6882813913466594
Cameroon,2005,1.2475436193652116
Central African Republic,2005,3.254027605128789
Chad,2005,2.08644864672668
Congo,2005,4.764579638536757
Democratic Republic of Congo,2005,2.0641663710005353
Equatorial Guinea,2005,9.57790713343215
Gabon,2005,2.9741469202833413
Sao Tome and Principe,2005,18.961466165413533
Algeria,2005,4.825521904860735
Egypt,2005,2.393876317509118
Libya,2005,1.7288266249785509
Morocco,2005,8.112330742334331
Sudan,2005,4.128116519050994
Tunisia,2005,5.728917761921752
Western Sahara,2005,31.036251669562542
Botswana,2005,1.8498930284807154
Eswatini,2005,4.353006816582976
Lesotho,2005,7.9690298404651045
Namibia,2005,3.384277898959716
South Africa,2005,1.2568828770820413
Benin,2005,6.316097658509415
Burkina Faso,2005,10.0752387789093
Cape Verde,2005,30.663838940552964
Cote d'Ivoire,2005,3.9879129454429
Gambia,2005,3.96496830758966
Ghana,2005,3.0517613669494
Guinea,2005,4.4423209180220615
Guinea-Bissau,2005,6.15986991154193
Liberia,2005,11.02484250091824
Mali,2005,7.008409606223909
Mauritania,2005,3.4093997813635215
Niger,2005,2.2319100172234174
Nigeria,2005,0.5886234238956689
Senegal,2005,4.2425859478745185
Sierra Leone,2005,2.69032910239054
Togo,2005,7.231447189352566
Kazakhstan,2005,24.136184822983193
Kyrgyzstan,2005,12.86321704555754
Tajikistan,2005,8.634666987170139
Turkmenistan,2005,4.878148810890892
Uzbekistan,2005,6.546988330652759
China,2005,0.5513481536244279
Hong Kong,2005,11.115550907966359
Taiwan,2005,0.0
North Korea,2005,0.36296182167736696
Japan,2005,0.5598751275217831
Mongolia,2005,1.6764373746501484
South Korea,2005,4.054352482488629
Brunei,2005,12.41098621792765
Cambodia,2005,5.081126813831167
Indonesia,2005,1.2290837150229192
Laos,2005,15.595491748056
Malaysia,2005,5.368906116105045
Myanmar,2005,3.547686308281007
Philippines,2005,4.268143186248179
Singapore,2005,5.525081153285058
Thailand,2005,0.9656294713224581
Vietnam,2005,2.8344859191039404
Afghanistan,2005,16.046990844488523
Bangladesh,2005,3.9504110838450943
Bhutan,2005,18.546452838099466
India,2005,0.8355219660857517
Iran,2005,1.2750460151533038
Maldives,2005,0.6921064817711918
Nepal,2005,5.009337916836606
Pakistan,2005,2.3566659815309547
Sri Lanka,2005,5.891807147694335
Armenia,2005,30.210293493158268
Azerbaijan,2005,17.04235232666675
Bahrain,2005,5.829679123034515
Cyprus,2005,14.982917452029227
Georgia,2005,21.033011112647078
Iraq,2005,4.979515292891809
Israel,2005,4.8550494910000355
Jordan,2005,7.645084959360099
Kuwait,2005,5.682548995769529
Lebanon,2005,12.95779887506515
Oman,2005,0.7495856651696722
Qatar,2005,1.9795241561803074
Saudi Arabia,2005,0.7505151435946368
Palestine,2005,91.06042667936666
Syria,2005,4.429786585588354
Turkey,2005,3.795542910544722
United Arab Emirates,2005,2.7378361378329124
Yemen,2005,3.12754756752434
Belarus,2005,16.53572762336407
Bulgaria,2005,11.809877085413694
Czechia,2005,7.331311204294336
Hungary,2005,4.625547122916234
Poland,2005,7.518205407564245
Moldova,2005,17.202334241179276
Romania,2005,9.83273931941053
Russia,2005,7.171153068140393
Slovakia,2005,5.034819656074631
Ukraine,2005,11.870953295184394
Denmark,2005,4.140066005115369
Estonia,2005,11.072253162689485
Faeroe Islands,2005,26.3709336713139
Finland,2005,5.715265815327938
Iceland,2005,9.719095790844001
Ireland,2005,18.592162982001913
Latvia,2005,12.032969863179153
Lithuania,2005,12.330713619967831
Norway,2005,3.757545561559456
Sweden,2005,2.964532113118508
United Kingdom,2005,6.875678794401926
Albania,2005,31.29547979953415
Andorra,2005,7.261224024039254
Bosnia and Herzegovina,2005,39.864638762265855
Croatia,2005,19.165631582529823
Greece,2005,7.729482930653553
Vatican,2005,13.784461152882205
Italy,2005,4.630113284026074
Malta,2005,24.77270986188371
Montenegro,2005,24.012959369747627
North Macedonia,2005,22.26988564661114
Portugal,2005,16.58666788980419
San Marino,2005,9.913381530486973
Serbia,2005,10.4485535824181
Slovenia,2005,5.984975280441549
Spain,2005,2.5317749437869246
Austria,2005,5.9773390119481595
Belgium,2005,4.150049991063712
France,2005,2.822664245729328
Germany,2005,4.219139016890107
Liechtenstein,2005,8.453827985483036
Luxembourg,2005,11.53352204224983
Monaco,2005,56.447609479345196
Netherlands,2005,4.830125312569632
Switzerland,2005,6.799802025716621
Anguilla,2005,18.218015175418824
Antigua and Barbuda,2005,44.680955537551256
Aruba,2005,9.795859333030291
Bahamas,2005,10.686536472442496
Barbados,2005,33.647582513028375
Cuba,2005,10.303246807332467
Dominica,2005,90.72966846132049
Dominican Republic,2005,11.146980267249642
Grenada,2005,61.76880888226414
Guadeloupe,2005,2.202699796563581
Haiti,2005,10.525976943193411
Jamaica,2005,33.035401459854015
Martinique,2005,3.6250477146273457
Montserrat,2005,289.56043956043953
Puerto Rico,2005,43.36735435908
Saint Kitts and Nevis,2005,71.11115854179117
Saint Lucia,2005,28.699329286203856
Saint Vincent and the Grenadines,2005,51.199167717760574
Trinidad and Tobago,2005,24.906035262711754
Turks and Caicos Islands,2005,32.56704980842912
United States Virgin Islands,2005,6.826924881307588
Belize,2005,18.28166512801359
Costa Rica,2005,2.7445546661489524
El Salvador,2005,18.485956335329547
Guatemala,2005,5.625484307150229
Honduras,2005,6.0180062104989664
Mexico,2005,10.204980606658735
Nicaragua,2005,10.214441266392727
Panama,2005,3.946193376897997
Argentina,2005,2.0705334471638084
Bolivia,2005,5.889820966625763
Brazil,2005,0.641806028598478
Chile,2005,3.347677240522031
Colombia,2005,4.417360445271989
Ecuador,2005,7.135906905902781
Falkland Islands,2005,36.881104749073764
French Guiana,2005,1.918542715343798
