Country,Year,undesa_refugees_by_destination_per_1000
Marshall Islands,2005,43.74106448051831
Nauru,2005,228.7774167343623
Palau,2005,305.4488475535787
American Samoa,2005,378.1915225669518
Samoa,2005,31.971600583122825
Tonga,2005,42.6229833115313
Tuvalu,2005,20.906271881564468
World,2010,31.771553081455114
Burundi,2010,28.50763393358343
Comoros,2010,18.29501693499745
Djibouti,2010,121.76592548863714
Eritrea,2010,4.987640505078637
Ethiopia,2010,6.48959660662564
Kenya,2010,22.719711151976494
Madagascar,2010,1.3665607016760877
Malawi,2010,14.97440543277333
Mauritius,2010,19.90139051711082
Mayotte,2010,391166.6666666667
Mozambique,2010,13.02382455023076
Reunion,2010,146.97172237732246
Rwanda,2010,42.522823716065744
Seychelles,2010,125.11914805035443
Somalia,2010,3.994225783937178
South Sudan,2010,24.26619404457461
Uganda,2010,15.200675560910572
Tanzania,2010,6.986949960371197
Zambia,2010,11.021766448973269
Zimbabwe,2010,31.36836763238274
Angola,2010,14.401586008231545
Cameroon,2010,14.32921775254955
Central African Republic,2010,21.584242602464457
Chad,2010,34.89201175288028
Congo,2010,99.48504096413959
Democratic Republic of Congo,2010,9.136412599167524
Equatorial Guinea,2010,9.175109151795176
Gabon,2010,166.75163439740024
Sao Tome and Principe,2010,14.969063934535294
Algeria,2010,6.039004819991278
Egypt,2010,3.745920010578865
Libya,2010,110.8791421029881
Morocco,2010,2.201037467198856
Sudan,2010,17.910225770931806
Tunisia,2010,4.059332906764254
Western Sahara,2010,8.469368520263902
Botswana,2010,47.739275106612325
Eswatini,2010,30.649646285220047
Lesotho,2010,3.214111221076632
Namibia,2010,49.00048469071117
South Africa,2010,41.291023734380836
Benin,2010,33.61413871168249
Burkina Faso,2010,43.21876839730011
Cape Verde,2010,29.175225923790812
Cote d'Ivoire,2010,115.25561069080011
Gambia,2010,103.6343428699213
Ghana,2010,13.63080151288878
Guinea,2010,17.539153593229624
Guinea-Bissau,2010,14.048967459015909
Liberia,2010,25.483398207874526
Mali,2010,22.66396586377938
Mauritania,2010,24.303130902638657
Niger,2010,7.682325555263673
Nigeria,2010,6.249047219569437
Senegal,2010,20.199488205804276
Sierra Leone,2010,12.354971510229072
Togo,2010,39.79709963476813
Kazakhstan,2010,205.19818981627986
Kyrgyzstan,2010,42.79827482738868
Tajikistan,2010,37.171946690203804
Turkmenistan,2010,38.91700186998337
Uzbekistan,2010,42.78836220119661
China,2010,0.620875523258293
Hong Kong,2010,399.05551335252284
North Korea,2010,1.792752732919356
Japan,2010,16.602707330328933
Mongolia,2010,5.9053598254643
South Korea,2010,18.568476199660605
Brunei,2010,258.8219249988421
Cambodia,2010,5.731332104312369
Indonesia,2010,1.271478421751601
Laos,2010,5.273502008587383
Malaysia,2010,85.69883013445676
Myanmar,2010,1.510133421337165
Philippines,2010,2.2199227335480587
Singapore,2010,421.89091376820494
Thailand,2010,48.13422813758017
Vietnam,2010,0.7020307634664128
Afghanistan,2010,3.5043415892221312
Bangladesh,2010,9.117682886961274
Bhutan,2010,70.63436722285275
India,2010,4.5160034577956205
Iran,2010,36.90759259455334
Maldives,2010,149.4517813687693
Nepal,2010,21.54090774930944
Pakistan,2010,21.97959507713776
Sri Lanka,2010,1.9227866829587867
Armenia,2010,73.38337074090627
Azerbaijan,2010,30.656194073267926
Bahrain,2010,537.049990974031
Cyprus,2010,169.39521866014988
Georgia,2010,17.827833258845367
Iraq,2010,4.050369617325708
Israel,2010,266.27705423819896
Jordan,2010,383.7825882963409
Kuwait,2010,626.6325833488197
Lebanon,2010,160.14148010201362
Oman,2010,268.37134444760454
Qatar,2010,784.5662056672065
Saudi Arabia,2010,307.4217616649845
Palestine,2010,67.52091905774489
Syria,2010,83.49170634710542
Turkey,2010,18.993586792604344
United Arab Emirates,2010,855.7542352641486
Yemen,2010,12.455012672504868
Belarus,2010,115.7443026838274
Bulgaria,2010,10.274328213116453
Czechia,2010,37.82019366177467
Hungary,2010,43.98098994900971
Poland,2010,16.760256201809014
Moldova,2010,31.68995298684072
Romania,2010,8.656321408997522
Russia,2010,78.02318596916783
Slovakia,2010,27.07458681459351
Ukraine,2010,105.23143671594258
Denmark,2010,90.1504253310936
Estonia,2010,163.56843277133976
Faeroe Islands,2010,104.13175855163676
Finland,2010,42.58110278013427
Iceland,2010,109.54230166509544
Ireland,2010,160.40603118351106
Latvia,2010,148.0922479357955
Lithuania,2010,51.466391363152546
Norway,2010,107.37087581802083
Sweden,2010,142.40592569432013
United Kingdom,2010,112.19171645369642
Albania,2010,17.904844219646414
Andorra,2010,616.3473606933952
Bosnia and Herzegovina,2010,10.51011502429646
Croatia,2010,132.44602848829862
Greece,2010,121.34392760965646
Vatican,2010,1000.0
Italy,2010,97.56207948752733
Malta,2010,79.68000540727132
Montenegro,2010,125.76428167534068
North Macedonia,2010,62.635187375316136
Portugal,2010,71.99141567309721
San Marino,2010,156.3050510874091
Serbia,2010,91.89759653209818
Slovenia,2010,124.2017954952098
Spain,2010,133.81476056418217
Austria,2010,151.59445156894606
Belgium,2010,137.47531135912882
France,2010,116.25381771668636
Germany,2010,121.3983307385115
Liechtenstein,2010,620.6800755639515
Luxembourg,2010,321.21522376892636
Monaco,2010,593.4454772669831
Netherlands,2010,109.84343454838591
Switzerland,2010,265.75344290208557
Anguilla,2010,329.9709020368574
Antigua and Barbuda,2010,300.0340792911507
Aruba,2010,333.49200952057123
Bahamas,2010,154.2390740865959
Barbados,2010,116.34666165717344
Cuba,2010,0.6567886766175838
Dominica,2010,114.4235788760811
Dominican Republic,2010,40.79156548600703
Grenada,2010,65.70834157041054
Guadeloupe,2010,226.1649249269279
Haiti,2010,1.7269525408676254
Jamaica,2010,8.42458754141665
Martinique,2010,146.80370810272686
Montserrat,2010,216.5380744716538
Puerto Rico,2010,81.34658555009752
Saint Kitts and Nevis,2010,147.82395788700495
Saint Lucia,2010,51.984008455299495
Saint Vincent and the Grenadines,2010,42.2039534454092
Trinidad and Tobago,2010,36.310821718126945
Turks and Caicos Islands,2010,3514.9040424663126
United States Virgin Islands,2010,1061.0411246092506
Belize,2010,143.86057401578466
Costa Rica,2010,88.64892096358368
El Salvador,2010,6.52373907178296
Guatemala,2010,4.5375320735836695
Honduras,2010,3.2808065243901776
Mexico,2010,8.499297340525679
Nicaragua,2010,6.4121957576658755
Panama,2010,43.31632850549223
Argentina,2010,44.160015547825495
Bolivia,2010,12.225189247812407
Brazil,2010,3.0280976281688536
Chile,2010,22.000721932754292
Colombia,2010,2.8814954189266766
Ecuador,2010,24.99834455990408
Falkland Islands,2010,472.6793943383805
French Guiana,2010,416.5588727714784
Guyana,2010,10.91763073269018
Paraguay,2010,25.65598012937545
Peru,2010,3.607108800978928
Suriname,2010,75.05395690251471
Uruguay,2010,22.71414082749452
Venezuela,2010,47.37516693951064
Canada,2010,198.0002322859556
Greenland,2010,106.30945108648224
Saint Pierre and Miquelon,2010,197.28419010669253
United States,2010,142.98382886235203
Australia,2010,265.5411019799106
New Zealand,2010,216.80320178670314
Fiji,2010,15.534719056170157
New Caledonia,2010,243.78363295730855
Papua New Guinea,2010,4.161815205282475
Solomon Islands,2010,5.228649208787919
Vanuatu,2010,12.662139736512346
Micronesia (country),2010,1114.9189630378173
Kiribati,2010,27.863596619061497
Marshall Islands,2010,54.80740228171963
Nauru,2010,90.51853332001198
Palau,2010,305.78144146151277
American Samoa,2010,331.30327154069033
Samoa,2010,27.545927806221226
Tonga,2010,44.30617131976034
Tuvalu,2010,20.91055983271552
World,2015,33.60564869709573
Burundi,2015,29.360039543174757
Comoros,2015,16.149260066757993
Djibouti,2015,122.9225884520535
Eritrea,2015,4.768731052662753
Ethiopia,2015,11.520174357723171
Kenya,2015,23.536447243919635
Madagascar,2015,1.323549315674455
Malawi,2015,11.784079179208739
Mauritius,2015,22.696288956272426
Mayotte,2015,437559.1397849462
Mozambique,2015,11.899785078774311
Reunion,2015,143.8555304127751
Rwanda,2015,45.26730691861583
Seychelles,2015,134.66903907097208
Somalia,2015,2.970891783581659
South Sudan,2015,78.77370468278333
Uganda,2015,22.267234703625572
Tanzania,2015,7.46983866677539
Zambia,2015,8.31941065672001
Zimbabwe,2015,28.98967631589729
Angola,2015,22.67140241239002
Cameroon,2015,21.81894566385228
Central African Republic,2015,18.15377157913643
Chad,2015,33.092549052790204
Congo,2015,80.34071835115184
Democratic Republic of Congo,2015,10.623948744285032
Equatorial Guinea,2015,179.3731681749139
Gabon,2015,194.42827143950012
Sao Tome and Principe,2015,12.003670295177976
Algeria,2015,6.027811101585229
Egypt,2015,3.8255219466092396
Libya,2015,120.14773347833504
Morocco,2015,2.6663121738510314
Sudan,2015,15.950539275326896
Tunisia,2015,5.056551678983208
Western Sahara,2015,8.296967017193097
Botswana,2015,48.593493895457954
Eswatini,2015,29.303339196658087
Lesotho,2015,4.444852407296512
Namibia,2015,43.89734161417702
South Africa,2015,58.3487969756602
Benin,2015,34.633634273648106
Burkina Faso,2015,38.90955448450787
Cape Verde,2015,28.4407516103213
Cote d'Ivoire,2015,106.37205101767198
Gambia,2015,92.307249767482
Ghana,2015,14.89249081921662
Guinea,2015,11.07907071459162
Guinea-Bissau,2015,12.855693075148787
Liberia,2015,25.068260144997048
Mali,2015,24.113165766488603
Mauritania,2015,41.16151431034346
Niger,2015,12.648848248268157
Nigeria,2015,6.619917490945854
Senegal,2015,18.280132661565528
Sierra Leone,2015,8.202836929470244
Togo,2015,37.877627177986774
Kazakhstan,2015,201.80161518232688
Kyrgyzstan,2015,34.29731138425333
Tajikistan,2015,32.540854237493434
Turkmenistan,2015,35.285896512360644
Uzbekistan,2015,37.856120534029
China,2015,0.6952038114756556
Hong Kong,2015,395.3682386509754
North Korea,2015,1.924171031636488
Japan,2015,17.441001490024558
Mongolia,2015,6.632130849680483
South Korea,2015,26.974060036927703
Brunei,2015,247.60070761651812
Cambodia,2015,4.765152191147275
Indonesia,2015,1.308614203280207
Laos,2015,6.755217202973969
Malaysia,2015,108.37715282614874
Myanmar,2015,1.3915716116581844
Philippines,2015,2.0747757151019233
Singapore,2015,444.08825024681954
Thailand,2015,50.501990707378745
Vietnam,2015,0.7854476902930544
Afghanistan,2015,9.863308994411309
Bangladesh,2015,9.101579381570739
Bhutan,2015,70.21164057509084
India,2015,3.9772831250916036
Iran,2015,34.77974527102104
Maldives,2015,141.28604527449144
Nepal,2015,18.85879613769119
Pakistan,2015,17.582979367889155
Sri Lanka,2015,1.8990795112919328
Armenia,2015,65.35468947985667
Azerbaijan,2015,27.47231791856395
Bahrain,2015,526.6504501575606
Cyprus,2015,152.19205727540447
Georgia,2015,19.05605614062989
Iraq,2015,10.102026384653731
Israel,2015,252.14363709651545
Jordan,2015,341.76183579409565
Kuwait,2015,747.2481403112117
Lebanon,2015,293.3342375052448
Oman,2015,434.9842208532199
Qatar,2015,657.7677584510786
Saudi Arabia,2015,339.6013629750175
Palestine,2015,60.31206669669431
Syria,2015,46.435345617211276
Turkey,2015,55.344829841017656
United Arab Emirates,2015,863.1345963508604
Yemen,2015,14.336316175621741
Belarus,2015,114.72151266856962
Bulgaria,2015,17.195484447422327
Czechia,2015,39.28296195121583
Hungary,2015,48.63076777537157
Poland,2015,16.08702154352323
Moldova,2015,26.131591456516748
Romania,2015,14.105166015547562
Russia,2015,80.30673008865003
Slovakia,2015,32.677817078254634
Ukraine,2015,109.41591708725835
Denmark,2015,104.7473981290964
Estonia,2015,147.99632031505402
Faeroe Islands,2015,109.5663290785242
Finland,2015,57.443650285123795
Iceland,2015,118.31502829785882
Ireland,2015,163.19592814062358
Latvia,2015,132.8634537650018
Lithuania,2015,46.39390805601336
Norway,2015,143.53842925928112
Sweden,2015,164.10961286126533
United Kingdom,2015,127.6492101467915
Albania,2015,18.000542462197167
Andorra,2015,541.8947854294615
Bosnia and Herzegovina,2015,11.254863149472117
Croatia,2015,132.55603639513012
Greece,2015,116.59987483743735
Vatican,2015,1000.0
Italy,2015,95.83150877203292
Malta,2015,121.41830754291803
Montenegro,2015,114.3922150960911
North Macedonia,2015,62.87106214246381
Portugal,2015,83.40906061583979
San Marino,2015,156.14667868951008
Serbia,2015,90.96105489638863
Slovenia,2015,114.72388698526795
Spain,2015,126.22596469624486
Austria,2015,170.89294934348789
Belgium,2015,157.9995483671897
France,2015,122.23347690108267
Germany,2015,124.96321713863763
Liechtenstein,2015,635.23288402509
Luxembourg,2015,439.1565106459565
Monaco,2015,688.7840309625427
Netherlands,2015,117.85689068424746
Switzerland,2015,272.1775629687439
Anguilla,2015,332.4421218934192
Antigua and Barbuda,2015,300.11435166878624
Aruba,2015,345.1525345974463
Bahamas,2015,158.31373597006947
Barbados,2015,120.82628002257059
Cuba,2015,0.41051580971528184
Dominica,2015,113.7056550755181
Dominican Republic,2015,53.42407730257959
Grenada,2015,64.38692371559172
Guadeloupe,2015,211.32850527763645
Haiti,2015,1.6873388346918434
Jamaica,2015,8.01273182097416
Martinique,2015,167.46152021187487
Montserrat,2015,217.90322580645162
Puerto Rico,2015,75.89215777789502
Saint Kitts and Nevis,2015,145.3597375205062
Saint Lucia,2015,48.41708023736818
Saint Vincent and the Grenadines,2015,42.48866083291336
Trinidad and Tobago,2015,36.50283289013173
Turks and Caicos Islands,2015,4398.567557104142
United States Virgin Islands,2015,1037.3072913809185
Belize,2015,151.31910696375434
Costa Rica,2015,84.92441424520995
El Salvador,2015,6.64951706062224
Guatemala,2015,4.605589627394066
Honduras,2015,4.206123536470921
Mexico,2015,8.31860782246087
Nicaragua,2015,6.469465875780985
Panama,2015,46.544151553865575
Argentina,2015,48.4336819869598
Bolivia,2015,13.156534126140368
Brazil,2015,3.4738489240462784
Chile,2015,35.60083065859455
Colombia,2015,3.3544773266755703
Ecuador,2015,23.902817304343653
Falkland Islands,2015,505.3071727243487
French Guiana,2015,410.8763669031319
Guyana,2015,11.285675752801874
Paraguay,2015,23.39182860285022
Peru,2015,5.079430466061227
Suriname,2015,77.13150289017341
Uruguay,2015,23.094577892874383
Venezuela,2015,46.6875898195944
Canada,2015,206.19883581795577
Greenland,2015,105.21063136884126
Saint Pierre and Miquelon,2015,191.38198757763973
United States,2015,150.1468787332688
Australia,2015,281.19629295712076
New Zealand,2015,225.31800117325136
Fiji,2015,15.83063944224942
New Caledonia,2015,254.5435060567763
Papua New Guinea,2015,3.8160915230472687
Solomon Islands,2015,4.285953512740971
Vanuatu,2015,11.750907320527572
Micronesia (country),2015,1042.06234042944
Kiribati,2015,26.314603297664227
Marshall Islands,2015,57.16872084116705
Nauru,2015,176.69172932330827
Palau,2015,279.47919615058026
American Samoa,2015,303.51887230856613
Samoa,2015,21.988527724665392
Tonga,2015,39.23397499503869
Tuvalu,2015,20.722587620506353
World,2020,36.036737438515594
Burundi,2020,28.99447900015987
Comoros,2020,14.3699078306568
Djibouti,2020,121.19206236424623
Eritrea,2020,3.9290249030926057
Ethiopia,2020,9.44226833987942
Kenya,2020,19.529879322240674
Madagascar,2020,1.2842792098044495
Malawi,2020,10.0032645136907
Mauritius,2020,22.718784179806523
Mozambique,2020,10.841314478585884
Rwanda,2020,39.67717012596076
Seychelles,2020,132.70286760219645
Somalia,2020,3.6864778620366336
South Sudan,2020,78.81663027575529
Uganda,2020,37.60986860803218
Tanzania,2020,7.131875998768076
Zambia,2020,10.223860413939198
Zimbabwe,2020,27.99859004891836
Angola,2020,19.97287918421404
Cameroon,2020,21.819180569899704
Central African Republic,2020,18.333400969488363
Chad,2020,33.33122486927472
Congo,2020,70.24275782281266
Democratic Republic of Congo,2020,10.639303957316256
Equatorial Guinea,2020,164.3766683179079
Gabon,2020,187.19762702360757
Sao Tome and Principe,2020,9.759948165960184
Algeria,2020,5.709738762656112
Egypt,2020,5.315289717378818
Libya,2020,120.28852818984275
Morocco,2020,2.773136076674864
Sudan,2020,31.451995243067792
Tunisia,2020,5.089004484280649
Botswana,2020,46.89012916600223
Eswatini,2020,28.32185794422168
Lesotho,2020,5.629589796158435
Namibia,2020,43.051797068458775
South Africa,2020,48.23062185322252
Benin,2020,32.52244168576642
Burkina Faso,2020,34.63518975349225
Cape Verde,2020,28.396296322942224
Cote d'Ivoire,2020,97.23368946604734
Gambia,2020,89.23830536640592
Ghana,2020,15.33205172538361
Guinea,2020,9.24685322054899
Guinea-Bissau,2020,9.118403575613389
Liberia,2020,17.388813085533144
Mali,2020,23.990567499590387
Mauritania,2020,39.20415686308247
Niger,2020,14.3785365302308
Nigeria,2020,6.347970416764248
Senegal,2020,16.419621916718476
Sierra Leone,2020,6.73763332888303
Togo,2020,33.81385348997075
Kazakhstan,2020,198.7607837732143
Kyrgyzstan,2020,30.50355208791404
Tajikistan,2020,28.941220481959796
Turkmenistan,2020,32.318679556777134
Uzbekistan,2020,34.71869763002096
China,2020,0.7223357376434192
Hong Kong,2020,395.15762863699393
North Korea,2020,1.922082143806843
Japan,2020,21.909184079143014
Mongolia,2020,6.511012441844717
South Korea,2020,33.70800740085911
Brunei,2020,255.91622988778994
Cambodia,2020,4.745567176353138
Indonesia,2020,1.2997232147639637
Laos,2020,6.6979073489366305
Malaysia,2020,107.41395955100782
Myanmar,2020,1.405004400494514
Philippines,2020,2.058065039235558
Singapore,2020,431.3675283654309
Thailand,2020,52.04150637411375
Vietnam,2020,0.7886595184974081
Afghanistan,2020,3.7016219108849255
Bangladesh,2020,12.844835298217129
Bhutan,2020,69.48051611431652
India,2020,3.5352815201380685
Iran,2020,33.30321056815326
Maldives,2020,129.6457999563401
Nepal,2020,16.733610627492208
Pakistan,2020,14.8333805214813
Sri Lanka,2020,1.879864102833526
Armenia,2020,64.23691142852707
Azerbaijan,2020,24.87658019513422
Bahrain,2020,550.1312601265997
Cyprus,2020,157.67115220716917
Georgia,2020,19.89584312545827
Iraq,2020,9.093566355132102
Israel,2020,225.70224091134222
Jordan,2020,338.8849903069055
Kuwait,2020,728.2784494690748
Lebanon,2020,250.93788797853676
Oman,2020,464.65863343713323
Qatar,2020,772.6989371967262
Saudi Arabia,2020,386.4793876532015
Palestine,2020,53.47221242102193
Syria,2020,49.63876499036579
Turkey,2020,71.76569785862108
United Arab Emirates,2020,881.2921620965784
Yemen,2020,12.979059053506662
Belarus,2020,112.92769078328485
Bulgaria,2020,26.532986876919946
Czechia,2020,50.51096360046174
Hungary,2020,60.51198973122092
Poland,2020,21.59385234157727
Moldova,2020,25.88967722311781
Romania,2020,36.662940992579045
Russia,2020,79.74066577558173
Slovakia,2020,36.11243445771088
Ukraine,2020,114.26840761618502
Denmark,2020,123.88619666817617
Estonia,2020,150.22325012683382
Finland,2020,69.6754463952145
Iceland,2020,191.71868131868132
Ireland,2020,176.44633354638387
Latvia,2020,126.9333825327298
Lithuania,2020,53.33155052123377
Norway,2020,157.20346001894032
Sweden,2020,198.4210739984177
United Kingdom,2020,137.8721157309539
Albania,2020,16.96087288901244
Andorra,2020,589.8401604866369
Bosnia and Herzegovina,2020,10.985684959377473
Croatia,2020,128.6288739249179
Greece,2020,128.60489284524616
Vatican,2020,1000.0
Italy,2020,105.63686562702007
Malta,2020,259.9090907031995
Montenegro,2020,113.04457203269742
North Macedonia,2020,63.02786817575286
Portugal,2020,98.26339032787743
San Marino,2020,163.32724379751312
Serbia,2020,94.19436283458295
Slovenia,2020,133.70519093457602
Spain,2020,146.34228972894604
Austria,2020,192.99420412151358
Belgium,2020,173.04102223921828
France,2020,130.60237972180812
Germany,2020,188.13218928757772
Liechtenstein,2020,678.5274143220495
Luxembourg,2020,476.1556353598221
Monaco,2020,677.8361023341147
Netherlands,2020,137.63352666809962
Switzerland,2020,287.85198838354273
Antigua and Barbuda,2020,300.07760803855894
Bahamas,2020,161.68677272357394
Barbados,2020,121.33792205894123
Cuba,2020,0.26698177107796367
Dominica,2020,115.06993929796779
Dominican Republic,2020,55.659968967276995
Grenada,2020,64.10472897910576
Haiti,2020,1.6561232491061415
Jamaica,2020,7.979640418065752
Saint Kitts and Nevis,2020,145.22860580538426
Saint Lucia,2020,45.406771261619895
Saint Vincent and the Grenadines,2020,42.70507539636043
Trinidad and Tobago,2020,56.341198335680616
Belize,2020,156.03552126270998
Costa Rica,2020,102.22170135964762
El Salvador,2020,6.593536031337913
Guatemala,2020,4.706019072686899
Honduras,2020,3.957248989561222
Mexico,2020,9.288749151272679
Nicaragua,2020,6.36525870269908
Panama,2020,72.57980035079522
Argentina,2020,50.48542477762911
Bolivia,2020,14.059846848662845
Brazil,2020,5.0795587223334815
Chile,2020,86.05341153154372
Colombia,2020,37.44663922744631
Ecuador,2020,44.48134280561308
Guyana,2020,39.627033699951305
Paraguay,2020,23.773752090772838
Peru,2020,37.13832097844931
Suriname,2020,81.48351442296219
Uruguay,2020,31.167388801710672
Venezuela,2020,46.567578223096035
Canada,2020,213.27140894464512
United States,2020,152.96806976894055
Australia,2020,301.4076810789823
New Zealand,2020,286.531986322519
Fiji,2020,15.714311211854842
Papua New Guinea,2020,3.472438386516549
Solomon Islands,2020,3.6687737851554427
Vanuatu,2020,10.60393944326876
Micronesia (country),2020,1033.3765138539918
Kiribati,2020,26.17082196138841
Marshall Islands,2020,55.71510626076967
Nauru,2020,203.1567288166882
Palau,2020,281.22927260667694
Samoa,2020,20.26611561917242
Tonga,2020,35.40308618030786
Tuvalu,2020,20.26797829036635
