Country,Year,undesa_share_of_population_that_are_international_migrants_by_destination
Benin,1990,1.5416524973742032
Burkina Faso,1990,3.968342871942484
Cape Verde,1990,2.642675164889792
Cote d'Ivoire,1990,15.232246079266421
Gambia,1990,12.361199043527854
Ghana,1990,1.1158731639310284
Guinea,1990,6.35395279995441
Guinea-Bissau,1990,1.575776840140885
Liberia,1990,4.574556689886927
Mali,1990,1.90222031819255
Mauritania,1990,5.488247580181749
Niger,1990,1.43851836495489
Nigeria,1990,0.4795811690768941
Saint Helena,1990,2.675082657048392
Senegal,1990,3.5928648130968894
Sierra Leone,1990,5.142596943397127
Togo,1990,2.247934059470473
Asia,1990,1.4943729304528748
Central Asia,1990,13.22884896010211
Kazakhstan,1990,22.090004193756048
Kyrgyzstan,1990,14.248785412833861
Tajikistan,1990,8.117247191468431
Turkmenistan,1990,8.319810813202468
Uzbekistan,1990,8.103597806234006
Eastern Asia,1990,0.2841575457373379
China,1990,0.03197945609035937
Hong Kong,1990,38.73071689622555
Macao,1990,59.63858575517137
North Korea,1990,0.16805255117550794
Japan,1990,0.8636720623885695
Mongolia,1990,0.3075811566937819
South Korea,1990,0.10076560141455361
South-Eastern Asia,1990,0.6472098402599333
Brunei,1990,28.293791599990726
Cambodia,1990,0.42754816197741496
Indonesia,1990,0.2566580005298175
Laos,1990,0.5369532867548
Malaysia,1990,3.859826917888938
Myanmar,1990,0.3230782451019698
Philippines,1990,0.24892249668144537
Singapore,1990,24.137727317382726
Thailand,1990,0.9347769861683708
Timor-Leste,1990,1.213584995676417
Vietnam,1990,0.0413567782543183
Southern Asia,1990,1.6420349379749528
Afghanistan,1990,0.4647482648476984
Bangladesh,1990,0.8545122392124441
Bhutan,1990,4.485108355108601
India,1990,0.8696890048844583
Iran,1990,7.613782881134536
Maldives,1990,3.8936363758575725
Nepal,1990,2.2743352721009993
Pakistan,1990,5.767138013760749
Sri Lanka,1990,0.2398796844168937
Western Asia,1990,10.25208607509351
Armenia,1990,18.619515658403625
Azerbaijan,1990,4.978766376013115
Bahrain,1990,34.92691464671211
Cyprus,1990,5.7140732778861905
Georgia,1990,5.627495194440337
Iraq,1990,0.48015074016685005
Israel,1990,36.70360322528723
Jordan,1990,32.14764456987993
Kuwait,1990,51.275013720858084
Lebanon,1990,18.683090310777757
Oman,1990,16.775579171352607
Qatar,1990,65.03658600598395
Saudi Arabia,1990,30.790383709628795
Palestine,1990,13.7206541213308
Syria,1990,5.737830310501995
Turkey,1990,2.1581010025674607
United Arab Emirates,1990,71.45851894268165
Yemen,1990,1.0150566349902865
Europe,1990,6.881826478403953
Eastern Europe,1990,7.099644431481029
Belarus,1990,12.303816272761617
Bulgaria,1990,0.24328544610135922
Czechia,1990,1.0675496865497964
Hungary,1990,3.348804848351689
Poland,1990,2.9709306272494453
Moldova,1990,12.464878519649933
Romania,1990,0.5782455529692084
Russia,1990,7.811852490248833
Slovakia,1990,0.7808518745077722
Ukraine,1990,13.393907219077217
Northern Europe,1990,7.2206368026223755
Channel Islands,1990,43.830903417047566
Denmark,1990,4.574667333966529
Estonia,1990,24.404917821224267
Faeroe Islands,1990,9.063795583382689
Finland,1990,1.266057139197233
Iceland,1990,3.757782970781512
Ireland,1990,6.492985663712328
Isle of Man,1990,49.46366585102145
Latvia,1990,24.245443801284093
Lithuania,1990,9.449531727919243
Norway,1990,4.5343544089095955
Sweden,1990,9.206635638103853
United Kingdom,1990,6.388948635949947
Southern Europe,1990,3.024611175196894
Albania,1990,2.008873821921018
Andorra,1990,71.34915975636605
Bosnia and Herzegovina,1990,1.2546427382398526
Croatia,1990,9.953960853116488
Gibraltar,1990,29.8775258156369
Greece,1990,6.044783928010882
Vatican,1990,100
Italy,1990,2.503528724296949
Malta,1990,4.16472154622573
North Macedonia,1990,4.766112719151916
Portugal,1990,4.403903325175299
San Marino,1990,13.720775990714639
Serbia,1990,1.0429961008342687
Slovenia,1990,8.87543087035313
Spain,1990,2.095796178837873
Western Europe,1990,9.473481294722111
Austria,1990,10.269856604531824
Belgium,1990,12.797454066313598
France,1990,10.406906075139755
Germany,1990,7.509021936199951
Liechtenstein,1990,37.881208753039246
Luxembourg,1990,29.806433024254808
Monaco,1990,69.1706587843577
Netherlands,1990,7.899953773500308
Switzerland,1990,20.927530106166163
Latin America and the Caribbean,1990,1.6114103836825717
Caribbean,1990,3.027414925845022
Anguilla,1990,28.895884866201932
Antigua and Barbuda,1990,19.236243263556844
Aruba,1990,23.239799201956494
Bahamas,1990,10.480940728338545
Barbados,1990,9.206961173941203
Bonaire Sint Eustatius and Saba,1990,100
British Virgin Islands,1990,45.94316427468695
Cayman Islands,1990,36.807997787173505
Cuba,1990,0.326083284435782
Dominica,1990,3.5770071852546077
Dominican Republic,1990,4.081465862927422
Grenada,1990,4.425504526202142
Guadeloupe,1990,16.941253843920762
Haiti,1990,0.27115985345091553
Jamaica,1990,0.8461089937150321
Martinique,1990,10.797668897524668
Montserrat,1990,18.961944235116803
Puerto Rico,1990,9.459098110936633
Saint Kitts and Nevis,1990,7.973174366616989
Saint Lucia,1990,3.8436736970996748
Saint Vincent and the Grenadines,1990,3.693401185237559
Trinidad and Tobago,1990,4.149138373674681
Turks and Caicos Islands,1990,41.782913743293435
United States Virgin Islands,1990,50.08915233000819
Central America,1990,1.6139100838319778
Belize,1990,16.210797956855092
Costa Rica,1990,13.387932946853212
El Salvador,1990,0.898659108012525
Guatemala,1990,2.8525705378558737
Honduras,1990,5.457245592700506
Mexico,1990,0.8287443636695245
Nicaragua,1990,0.9924917963260479
Panama,1990,2.5392703847028626
South America,1990,1.4471913954973392
Argentina,1990,5.05820780799989
Bolivia,1990,1.0744316072088507
Brazil,1990,0.5359058503599502
Chile,1990,0.8098237410540733
Colombia,1990,0.3150118046729243
Ecuador,1990,0.7688743087017202
Falkland Islands,1990,43.18181818181818
French Guiana,1990,54.940233538312725
Guyana,1990,0.5509171189254493
Paraguay,1990,4.638049842627278
Peru,1990,0.2568387834174609
Suriname,1990,4.463075901660789
Uruguay,1990,3.1552631562021842
Venezuela,1990,5.220936637995911
Northern America,1990,9.868428697122422
Bermuda,1990,25.447022553950998
Canada,1990,15.733877417580846
Greenland,1990,16.693043665923316
Saint Pierre and Miquelon,1990,17.21221613155834
United States,1990,9.22219478955184
Oceania,1990,17.333935462260573
Australia and New Zealand,1990,21.972147145395535
Australia,1990,23.320006367699257
New Zealand,1990,15.244859373045827
Melanesia,1990,1.526820561920191
Fiji,1990,1.8231479257454621
New Caledonia,1990,22.117004725981154
Papua New Guinea,1990,0.7303108012989177
Solomon Islands,1990,1.355056129336356
Vanuatu,1990,1.5746205014497698
Micronesia (country),1990,26.146452188768706
Guam,1990,53.46030042918456
Kiribati,1990,2.9864353399452996
Marshall Islands,1990,2.4500158679784194
Micronesia (region),1990,3.8264246552583487
Nauru,1990,29.61287607826636
Northern Mariana Islands,1990,58.12423500611995
Palau,1990,18.595233353249686
Polynesia,1990,10.63881241840286
American Samoa,1990,44.947308398977846
Cook Islands,1990,14.21819181093707
French Polynesia,1990,12.921072904265005
Niue,1990,19.76843910806175
Samoa,1990,2.0620773110069592
Tokelau,1990,22.443890274314214
Tonga,1990,3.061986557132188
Tuvalu,1990,3.5690235690235688
Wallis and Futuna,1990,10.16383935044222
World,1995,2.8078690321112454
Sub-Saharan Africa,1995,2.545732655943438
Northern Africa and Western Asia,1995,5.851901166934518
Central and Southern Asia,1995,1.5439485992980302
Eastern and South-Eastern Asia,1995,0.427634124038163
Latin America and the Caribbean,1995,1.3791514774020142
Oceania (excluding Australia and New Zealand),1995,3.6337000359769713
Australia and New Zealand,1995,21.88453925861164
Europe and Northern America,1995,8.500753633593074
Developed regions,1995,7.946692193603743
Less developed regions,1995,1.4941835090745925
"Less developed regions, excluding least developed countries",1995,1.4185832339949376
"Less developed regions, excluding China",1995,1.9735103219570096
Least developed countries,1995,2.015205406638832
Land-locked Developing Countries (LLDC),1995,4.141319073414626
Small island developing States (SIDS),1995,5.130888804035531
High-income countries,1995,8.251331663655042
Middle-income countries,1995,1.4810282722346106
Upper-middle-income countries,1995,1.488929087639457
Lower-middle-income countries,1995,1.471500127793209
Low-income countries,1995,2.564524071138901
Africa,1995,2.280462649473954
Eastern Africa,1995,2.222815015286362
Burundi,1995,4.256741724296664
Comoros,1995,2.9320942207936995
Djibouti,1995,15.827470514050937
Eritrea,1995,0.5625554899744899
Ethiopia,1995,1.4144322843331008
Kenya,1995,2.2282425169969913
Madagascar,1995,0.1571529994316311
Malawi,1995,2.4544264577144124
Mauritius,1995,0.663875195361645
Mayotte,1995,21.362817203253616
Mozambique,1995,1.0866950194070673
Reunion,1995,11.455690282580324
Rwanda,1995,3.6963140517674153
Seychelles,1995,6.715979805095691
Somalia,1995,0.2606502949217976
Uganda,1995,2.9735087032348795
Tanzania,1995,3.730440234195083
Zambia,1995,2.686034178893935
Zimbabwe,1995,3.7791301706526697
Middle Africa,1995,3.1781370470124566
Angola,1995,0.2854959823107656
Cameroon,1995,1.799935941101107
Central African Republic,1995,3.0940880551544034
Chad,1995,1.2779168061665933
Congo,1995,7.077848018047432
Democratic Republic of Congo,1995,4.370195678353687
Equatorial Guinea,1995,0.7305220948209225
Gabon,1995,15.80043707042991
Sao Tome and Principe,1995,3.748509633274858
Northern Africa,1995,1.3300309806413162
Algeria,1995,0.911168828423104
Egypt,1995,0.26783927397597057
Libya,1995,10.265951556701873
Morocco,1995,0.18655821396071126
Sudan,1995,4.3718917750558095
Tunisia,1995,0.41496263177504544
Western Sahara,1995,1.1692452129012068
Southern Africa,1995,2.537484822597059
Botswana,1995,2.73405514530964
Eswatini,1995,3.7932277123460896
Lesotho,1995,0.37943787995141676
Namibia,1995,7.08731554071404
South Africa,1995,2.422561999042325
Western Africa,1995,2.641619453841661
Benin,1995,1.7898919525219659
Burkina Faso,1995,4.599697915138734
Cape Verde,1995,2.5833057200844967
Cote d'Ivoire,1995,14.62274113243753
Gambia,1995,13.36993399652837
Ghana,1995,1.4862944513296004
Guinea,1995,10.65397954861808
Guinea-Bissau,1995,2.5679386508701842
Liberia,1995,10.200390578957743
Mali,1995,1.8380268025362887
Mauritania,1995,3.871059763229211
Niger,1995,1.538404151865133
Nigeria,1995,0.4289079427150797
Saint Helena,1995,1.8737988468930173
Senegal,1995,3.3101135710467764
Sierra Leone,1995,2.288965516119716
Togo,1995,2.403595775304741
Asia,1995,1.328854506818098
Central Asia,1995,11.105682313834233
Kazakhstan,1995,20.530934431239853
Kyrgyzstan,1995,11.35188572469786
Tajikistan,1995,6.042649136848664
Turkmenistan,1995,6.501315044936347
Uzbekistan,1995,6.636719801160396
Eastern Asia,1995,0.31680056150802643
China,1995,0.03563467491289545
Hong Kong,1995,40.16607513780699
Macao,1995,58.34476819439869
North Korea,1995,0.16074703942403132
Japan,1995,1.0781195428631518
Mongolia,1995,0.32306114358597
South Korea,1995,0.27352418735976297
South-Eastern Asia,1995,0.7618689461835206
Brunei,1995,28.52392363822397
Cambodia,1995,0.8655099944679806
Indonesia,1995,0.1924297000292844
Laos,1995,0.485424773500421
Malaysia,1995,4.575293431091308
Myanmar,1995,0.2589040152934752
Philippines,1995,0.2971236121495721
Singapore,1995,28.119742572527684
Thailand,1995,1.3616229108340467
Timor-Leste,1995,1.1539286039986594
Vietnam,1995,0.06843102903303414
Southern Asia,1995,1.1596875294262883
Afghanistan,1995,0.39491654142736465
Bangladesh,1995,0.8116137394991798
Bhutan,1995,5.232039414248011
India,1995,0.7212444340421337
Iran,1995,4.781153836150773
Maldives,1995,7.28327247544699
Nepal,1995,3.1990296288379434
Pakistan,1995,2.964454536262783
Sri Lanka,1995,0.22387318870112713
Western Asia,1995,10.098205302525818
Armenia,1995,21.570522812414815
Azerbaijan,1995,4.425099718111618
Bahrain,1995,36.54066539175232
Cyprus,1995,7.2412499079368375
Georgia,1995,3.0592301193749836
Iraq,1995,0.9899082560611656
Israel,1995,33.998480090936546
Jordan,1995,33.496402796173854
Kuwait,1995,57.410173814548415
Lebanon,1995,17.240296464750525
Oman,1995,24.48174381778614
Qatar,1995,70.44018175196271
Saudi Arabia,1995,27.48409097371664
Palestine,1995,10.75992364065589
Syria,1995,5.790042320614889
Turkey,1995,2.0794097395511404
United Arab Emirates,1995,75.52974018870448
Yemen,1995,0.9153901617970467
Europe,1995,7.357666657675768
Eastern Europe,1995,6.897770273810287
Belarus,1995,11.771466358180703
Bulgaria,1995,0.38708460904573827
Czechia,1995,1.5986576805407122
Hungary,1995,3.1135801543446187
Poland,1995,2.5084739081530754
Moldova,1995,8.460370243574507
Romania,1995,0.5880186705300956
Russia,1995,8.047716742060587
Slovakia,1995,1.2896174660076234
Ukraine,1995,12.125499592044072
Northern Europe,1995,7.721695018662597
Channel Islands,1995,42.179397825480905
Denmark,1995,5.792563660620149
Estonia,1995,22.034143134876828
Faeroe Islands,1995,6.3561643835616435
Finland,1995,1.9482079745075807
Iceland,1995,4.759609456444978
Ireland,1995,6.316275910449922
Isle of Man,1995,51.13609582299363
Latvia,1995,21.450992554842063
Lithuania,1995,7.543879144401837
Norway,1995,5.342390970818385
Sweden,1995,10.592772797946138
United Kingdom,1995,7.172651942046297
Southern Europe,1995,4.316501822386101
Albania,1995,2.292186475540834
Andorra,1995,69.2233009708738
Bosnia and Herzegovina,1995,1.814445310049571
Croatia,1995,14.600814466759502
Gibraltar,1995,29.21430563301729
Greece,1995,7.983340378141477
Vatican,1995,100
Italy,1995,3.1044551888001926
Malta,1995,4.706906204148127
North Macedonia,1995,5.513299069864299
Portugal,1995,5.280001966045678
San Marino,1995,14.113789778206364
Serbia,1995,8.81189015337189
Slovenia,1995,8.759817309401816
Spain,1995,2.5637932277728135
Western Europe,1995,10.39753171350852
Austria,1995,11.200004305320839
Belgium,1995,12.644458677062847
France,1995,10.53251600592209
Germany,1995,9.199568545955525
Liechtenstein,1995,43.099987048309806
Luxembourg,1995,30.89735265653138
Monaco,1995,68.5301487097719
Netherlands,1995,8.7029795733758
Switzerland,1995,21.139660974403757
Latin America and the Caribbean,1995,1.3791514774020142
Caribbean,1995,3.1014802645769404
Anguilla,1995,33.61370085123632
Antigua and Barbuda,1995,25.556267474370927
Aruba,1995,27.73019271948608
Bahamas,1995,11.297777492246027
Barbados,1995,9.860314714895377
Bonaire Sint Eustatius and Saba,1995,100
British Virgin Islands,1995,52.032941420210285
Cayman Islands,1995,39.383103759211465
Cuba,1995,0.2405070568758274
Dominica,1995,4.389283454046832
Dominican Republic,1995,4.135709370182955
Grenada,1995,5.5281893783778395
Guadeloupe,1995,18.469228273280972
Haiti,1995,0.23408843607774232
Jamaica,1995,0.8964342731296658
Martinique,1995,12.637770931418283
Montserrat,1995,16.36880584890333
Puerto Rico,1995,9.475792606478532
Saint Kitts and Nevis,1995,10.095776790170403
Saint Lucia,1995,4.87162203566395
Saint Vincent and the Grenadines,1995,3.827179919106282
Trinidad and Tobago,1995,3.6671982140009565
Turks and Caicos Islands,1995,43.394365328894644
United States Virgin Islands,1995,50.5093678995791
Central America,1995,1.0428559961345516
Belize,1995,16.160454576202397
Costa Rica,1995,10.2745602624605
El Salvador,1995,0.7024301949222915
Guatemala,1995,1.5005832740707918
Honduras,1995,2.6176517469753953
Mexico,1995,0.5002537002544857
Nicaragua,1995,0.5721827485364404
Panama,1995,2.586007715536231
South America,1995,1.3158682980112375
Argentina,1995,4.57982458336597
Bolivia,1995,1.0967506803034346
Brazil,1995,0.45769504261294736
Chile,1995,0.9903229736405268
Colombia,1995,0.2936265174373401
Ecuador,1995,1.0047223074576144
Falkland Islands,1995,34.70611755297881
French Guiana,1995,51.04148471615721
Guyana,1995,0.8343644670024091
Paraguay,1995,3.9057217347542452
Peru,1995,0.23347301438469004
Suriname,1995,5.051476628999368
Uruguay,1995,2.8976436563258408
Venezuela,1995,4.650914019902434
Northern America,1995,11.322991364219737
Bermuda,1995,26.286669083686693
Canada,1995,16.680676445498005
Greenland,1995,12.759362121483605
Saint Pierre and Miquelon,1995,20.660510251995618
United States,1995,10.729616686166757
Oceania,1995,17.08945356200311
Australia and New Zealand,1995,21.88453925861164
Australia,1995,23.08292581099081
New Zealand,1995,16.0170506185135
Melanesia,1995,1.4488217064099602
Fiji,1995,1.6766224588227403
New Caledonia,1995,22.588154954060094
Papua New Guinea,1995,0.6463387855516696
Solomon Islands,1995,1.1628942651332124
Vanuatu,1995,1.4634784521975963
Micronesia (country),1995,26.089642134880858
Guam,1995,49.40402173689019
Kiribati,1995,2.8604148437902106
Marshall Islands,1995,2.933365045387878
Micronesia (region),1995,3.1078253591853815
Nauru,1995,24.515339732731036
Northern Mariana Islands,1995,70.57900244157656
Palau,1995,27.678051054901502
Polynesia,1995,11.151540288827722
American Samoa,1995,43.451597125550244
Cook Islands,1995,14.059146820204136
French Polynesia,1995,13.005356225695209
Niue,1995,22.211938917167977
Samoa,1995,2.7603645986474565
Tokelau,1995,33.57664233576642
Tonga,1995,3.411411661734673
Tuvalu,1995,2.828565282856528
Wallis and Futuna,1995,12.044956527885772
World,2000,2.819740533160717
Sub-Saharan Africa,2000,2.0559673114299883
Northern Africa and Western Asia,2000,5.710155601496169
Central and Southern Asia,2000,1.3320736199172427
Eastern and South-Eastern Asia,2000,0.5138041563032105
Latin America and the Caribbean,2000,1.2532163293914984
Oceania (excluding Australia and New Zealand),2000,3.4592387967291067
Australia and New Zealand,2000,22.16616442949466
Europe and Northern America,2000,9.365310723481654
Developed regions,2000,8.748364290097298
Less developed regions,2000,1.3979151607669642
"Less developed regions, excluding least developed countries",2000,1.377518591385961
"Less developed regions, excluding China",2000,1.8112811047787594
Least developed countries,2000,1.5313002476656628
Land-locked Developing Countries (LLDC),2000,3.444805571906369
Small island developing States (SIDS),2000,5.709144794019304
High-income countries,2000,9.250411731254303
Middle-income countries,2000,1.3763769956008407
Upper-middle-income countries,2000,1.4423988620898252
Lower-middle-income countries,2000,1.300366887531152
Low-income countries,2000,1.8226258007518252
Africa,2000,1.8559765290233163
Eastern Africa,2000,1.8834489549739728
Burundi,2000,1.9694394196088931
Comoros,2000,2.5442604331456344
Djibouti,2000,14.00644112060448
Eritrea,2000,0.5649941786231364
Ethiopia,2000,0.9231948105731796
Kenya,2000,2.2144902555665014
Madagascar,2000,0.14930734861581985
Malawi,2000,2.086511753648458
Mauritius,2000,1.3114828793390187
Mayotte,2000,30.249249988359022
Mozambique,2000,1.1049166027972679
Reunion,2000,13.665818757346813
Rwanda,2000,4.374711987665761
Seychelles,2000,8.116249783945282
Somalia,2000,0.22651525824903493
Uganda,2000,2.4705119318648134
Tanzania,2000,2.8346965061261056
Zambia,2000,3.2997783589808773
Zimbabwe,2000,3.4516653730569975
Middle Africa,2000,1.847031014721666
Angola,2000,0.2812239009575629
Cameroon,2000,1.464759702626231
Central African Republic,2000,3.3932613837795134
Chad,2000,1.2545397403961438
Congo,2000,9.78058591426799
Democratic Republic of Congo,2000,1.5802438891321946
Equatorial Guinea,2000,0.7451582038338447
Gabon,2000,17.456704432498967
Sao Tome and Principe,2000,3.0682393296969015
Northern Africa,2000,1.1092787940261044
Algeria,2000,0.8057086605675788
Egypt,2000,0.2684437158122856
Libya,2000,10.59065569245224
Morocco,2000,0.18418630315716591
Sudan,2000,2.9517339657948543
Tunisia,2000,0.37822092679629193
Western Sahara,2000,1.047065415324275
Southern Africa,2000,2.4642296517917215
Botswana,2000,4.559879221070836
Eswatini,2000,3.3899855982304126
Lesotho,2000,0.3033739094502424
Namibia,2000,7.553119582655135
South Africa,2000,2.261540407892214
Western Africa,2000,2.2411765402497363
Benin,2000,1.961200976529673
Burkina Faso,2000,4.4828152703263475
Cape Verde,2000,2.5753308203597567
Cote d'Ivoire,2000,13.149126144204743
Gambia,2000,13.850868325911355
Ghana,2000,0.9938404002313417
Guinea,2000,6.796420464922121
Guinea-Bissau,2000,1.7023153986706123
Liberia,2000,5.331607012522964
Mali,2000,1.7309267809978177
Mauritania,2000,2.181036773771898
Niger,2000,1.078933432031121
Nigeria,2000,0.39897499795005636
Saint Helena,2000,1.7839444995044598
Senegal,2000,2.366884740967067
Sierra Leone,2000,2.1370379337647805
Togo,2000,2.801718623525355
Asia,2000,1.3115084767761627
Central Asia,2000,9.375738537785166
Kazakhstan,2000,19.26051838792971
Kyrgyzstan,2000,7.922105581468698
Tajikistan,2000,4.817939977115111
Turkmenistan,2000,4.850770394461804
Uzbekistan,2000,5.678242047674289
Eastern Asia,2000,0.3548539528511568
China,2000,0.039365673400122814
Hong Kong,2000,40.40250499218325
Macao,2000,56.289565469455695
North Korea,2000,0.15780399019969316
Japan,2000,1.322450502088357
Mongolia,2000,0.3422850509527546
South Korea,2000,0.5154663001432463
South-Eastern Asia,2000,0.9739296792519845
Brunei,2000,28.903309461349597
Cambodia,2000,1.2018272611789433
Indonesia,2000,0.13819758786260314
Laos,2000,0.41226958463670293
Malaysia,2000,6.3101754693361105
Myanmar,2000,0.2097851745531403
Philippines,2000,0.4078572047043382
Singapore,2000,33.550110303826976
Thailand,2000,1.998043322695336
Timor-Leste,2000,1.1988249209037887
Vietnam,2000,0.0710220349135734
Southern Asia,2000,1.0264352912817007
Afghanistan,2000,0.36533761835984546
Bangladesh,2000,0.7738285637276301
Bhutan,2000,5.4376038469477885
India,2000,0.6068028937576738
Iran,2000,3.7737592279777896
Maldives,2000,9.696631304671506
Nepal,2000,2.9986092117158027
Pakistan,2000,2.9378999122145184
Sri Lanka,2000,0.21372266517893707
Western Asia,2000,9.981072050839163
Armenia,2000,21.432780915540377
Azerbaijan,2000,4.032381672053393
Bahrain,2000,36.01525706805495
Cyprus,2000,8.489029861505712
Georgia,2000,1.7449286870980223
Iraq,2000,0.8959429837673983
Israel,2000,31.135635371241833
Jordan,2000,37.63488300134993
Kuwait,2000,55.13800392445833
Lebanon,2000,18.03158343425869
Oman,2000,27.49627089916855
Qatar,2000,60.711735843515335
Saudi Arabia,2000,25.47148545478478
Palestine,2000,8.53601835478747
Syria,2000,5.087586277539483
Turkey,2000,2.0255519132167144
United Arab Emirates,2000,78.07778200019337
Yemen,2000,0.8325544769160859
Europe,2000,7.836560386042617
Eastern Europe,2000,6.724102477439627
Belarus,2000,11.381964588439503
Bulgaria,2000,0.5421388553143174
Czechia,2000,2.145796236000363
Hungary,2000,2.9055010861005064
Poland,2000,2.140356984398483
Moldova,2000,5.896933346245794
Romania,2000,0.6064572195236997
Russia,2000,8.128346669294995
Slovakia,2000,2.1554276396515264
Ukraine,2000,11.317171948155679
Northern Europe,2000,8.3648700386853
Channel Islands,2000,43.3181306799426
Denmark,2000,6.946501829554153
Estonia,2000,17.833610056671702
Faeroe Islands,2000,7.687534768282768
Finland,2000,2.625370738709468
Iceland,2000,5.6668295065950165
Ireland,2000,9.266275364483313
Isle of Man,2000,50.69013022796393
Latvia,2000,18.04324392341086
Lithuania,2000,6.119950586005879
Norway,2000,6.4995693846367555
Sweden,2000,11.301941690511732
United Kingdom,2000,8.027664096574352
Southern Europe,2000,5.303301566808768
Albania,2000,2.4509098997010783
Andorra,2000,64.45480960391498
Bosnia and Herzegovina,2000,2.211359850884096
Croatia,2000,13.217888134234402
Gibraltar,2000,25.91293716418391
Greece,2000,10.031173686077453
Vatican,2000,100
Italy,2000,3.7424704339282924
Malta,2000,5.467053136169532
North Macedonia,2000,6.175721426384506
Portugal,2000,6.32674174722886
San Marino,2000,14.730517115804806
Serbia,2000,10.306840119515849
Slovenia,2000,10.791715089223278
Spain,2000,4.059510965714544
Western Europe,2000,11.429487259607173
Austria,2000,12.349893596401957
Belgium,2000,12.335754965500056
France,2000,10.63917345075053
Germany,2000,11.047338393122837
Liechtenstein,2000,46.658027965284475
Luxembourg,2000,32.044961546046146
Monaco,2000,67.77093442826924
Netherlands,2000,9.772187795346884
Switzerland,2000,21.987792429873103
Latin America and the Caribbean,2000,1.2532163293914984
Caribbean,2000,3.193715324892622
Anguilla,2000,36.1251889392727
Antigua and Barbuda,2000,30.353783204178562
Aruba,2000,33.130103669139174
Bahamas,2000,12.23103893707326
Barbados,2000,10.46882078442494
Bonaire Sint Eustatius and Saba,2000,100
British Virgin Islands,2000,63.791660512971994
Cayman Islands,2000,45.32797541661742
Cuba,2000,0.1666753097558847
Dominica,2000,5.34529791816224
Dominican Republic,2000,4.19782425802269
Grenada,2000,6.6367163569532375
Guadeloupe,2000,19.71055424975358
Haiti,2000,0.20347829497901773
Jamaica,2000,0.9399185896098162
Martinique,2000,14.08003803460322
Montserrat,2000,24.588832487309645
Puerto Rico,2000,9.676815332976284
Saint Kitts and Nevis,2000,13.31805911575891
Saint Lucia,2000,6.29781098272903
Saint Vincent and the Grenadines,2000,3.9958436546151206
Trinidad and Tobago,2000,3.295008755807282
Turks and Caicos Islands,2000,44.692875910961284
United States Virgin Islands,2000,52.06566724914927
Central America,2000,0.8184730695374928
Belize,2000,14.753952529214345
Costa Rica,2000,7.847477102713049
El Salvador,2000,0.5386103435332962
Guatemala,2000,0.4130122505481195
Honduras,2000,0.4328991818401675
Mexico,2000,0.5440362419172649
Nicaragua,2000,0.5994701448520607
Panama,2000,2.752502777747528
South America,2000,1.209857964376589
Argentina,2000,4.177341329978338
Bolivia,2000,1.1006774551065717
