Report generated on: 03-01-2022 10:34:37
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.55-1-CUB-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","6","9","11","13","16","19","20","20","17","17","16","16","18","22","26","27.767123287671232","32","32.7","33.5","40","43.10000000000003","51.00000000000002","48.295890410958904","56.16712328767123","58.93","53.069","54.144","52.61023287671233","54.546","50.535","60.251","61.148","61.302","58.988","59.943","55.24","49.809","48.5","47.5","42.5","40.91530054644809",""
"INTL.57-1-CUB-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","5","8","10","12","15","17","18","18","15","15","14","14","16","20","24","25.767123287671232","30","30","31","38","41.00000000000003","50.00000000000002","47.295890410958904","55.16712328767123","57.93","52.269","51.644","50.539","52.246","48.235","53","53","52","51","51","49","46","44","43","38","36.41530054644809",""
"INTL.58-1-CUB-TBPD.A","                NGPL (Mb/d)","","","","","","","","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2.7","2.5","2","1","0","0","0","0","0","2","1.6712328767123288","2","2","2","3","4","3","4","4","2","4","4","4","4",""
"INTL.59-1-CUB-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","1","1","1","1","0.8","0.5","0.4","0.3","0.3","5.251","5.148","5.302","4.988","4.943","2.24","1.809","0.5","0.5","0.5","0.5",""
"INTL.56-1-CUB-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","-2.9","-3.1","-3.7","-4.2","-4.1","-4","-2","-2.1","-1.9","-2","-0.8","0.2","0.8","0.8","0.77799094147541","0.462379943638356","0.248103742050411","0.108395016432876","0.283","0.386","0.106","0.695","-1.847","-2.193","-1.496","-1.429","-1.687","-1.133","-1.383","-1.477","-1.433","-1.492","-1.51","-1.531","-1.447",""
"","Cyprus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CYP-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0.0194789579452054","-0.0147335736068493","-0.0112737022909837","0.0226569510315068","0.0465942273342465","-0.0344916283068494","-0.1","-0.2","-0.1","-0.2","0","-0.3","-0.3","-0.4","-0.36403034536612","-0.356835959665753","-0.258762477715068","-0.191359223515721","-0.073","0.02","0.02","0.02","0.2","0.2","0.11","0.13","0.13","0.04","0.03","0","0.01","0","0","0","0",""
"INTL.55-1-CYP-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.02","0.02","0.2","0.2","0.11","0.13","0.13","0.04","0.03","0","0.01","0","0","0","0",""
"INTL.57-1-CYP-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-CYP-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-CYP-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.02","0.02","0.2","0.2","0.11","0.13","0.13","0.04","0.03","0","0.01","0","0","0","0",""
"INTL.56-1-CYP-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0.0194789579452054","-0.0147335736068493","-0.0112737022909837","0.0226569510315068","0.0465942273342465","-0.0344916283068494","-0.1","-0.2","-0.1","-0.2","","-0.3","-0.3","-0.4","-0.36403034536612","-0.356835959665753","-0.258762477715068","-0.191359223515721","-0.073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Czech Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CZE-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","2.488","2.8","3.9","5.3","4.6","4.6","9.56027397260274","9.362426229508197","9.2454602739726","12.475347945205481","15.345887671232877","17.167136612021856","17.544068493150686","16.089369863013697","13.743698630136986","11.62656830601093","10.390109589041096","15.133480821917809","15.578431506849315","15.9663","13.6034","16.8684","16.119716438356168","14.203233333333335","11.895604109589042","10.645402739726027","9.61106301369863","10.794422950819673",""
"INTL.55-1-CZE-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","2.162","2.5","3","4.3","3.5","3.8","8.46027397260274","7.766666666666667","7.16986301369863","8.26849315068493","9.673972602739726","11.325136612021858","11.515068493150684","9.501369863013698","7.413698630136986","7.412568306010929","6.504109589041096","11.580780821917807","12.427931506849315","12.635","10.753","13.522","11.904616438356165","10.806333333333335","7.349704109589041","6.159602739726028","4.86306301369863","6.306122950819672",""
"INTL.57-1-CZE-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","2.1","2.4","3","4.2","3.3","3.6","3.915068493150685","3.5901639344262297","3.671232876712329","5.345205479452055","6.501369863013698","6.079234972677596","6.167123287671233","5.328767123287672","5","4.915300546448087","4.252054794520548","3.591780821917808","3.084931506849315","3","3","3","2.835616438356164","2.3333333333333335","2.169849315068493","2.2054493150684933","1.6253671232876712","1.842672131147541",""
"INTL.58-1-CZE-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","0.062","0.1","","0.1","0.2","0.2","0.2","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-CZE-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","4.345205479452055","4.076502732240437","3.4986301369863013","2.9232876712328766","3.1726027397260275","5.245901639344262","5.347945205479452","4.1726027397260275","2.4136986301369863","2.4972677595628414","2.252054794520548","7.989","9.343","9.635","7.753","10.522","9.069","8.473","5.179854794520548","3.9541534246575343","3.2376958904109587","4.463450819672131",""
"INTL.56-1-CZE-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","0.326","0.3","0.9","1","1.1","0.8","1.1","1.59575956284153","2.07559726027397","4.20685479452055","5.67191506849315","5.842","6.029","6.588","6.33","4.214","3.886","3.5527","3.1505","3.3313","2.8504","3.3464","4.215100000000001","3.3969","4.545900000000001","4.4858","4.747999999999999","4.4883",""
"","Côte d’Ivoire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CIV-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","2","8","10","24","28","29","20","18","12","1.7","1.7","1.8","1.3","0.799986301369863","7.3","8.523287671232877","16.3","19.567123287671233","20.9","16","12.364666830229508","11.540633801320547","13.07470763368767","19.851584684147944","27.777","39.936","63.297","53.044","59.93202732240437","58.480260273972604","44.434876712328766","40.14944109589041","38.56130054644809","37.8395","36.8107","30.638501369863015","41.545090163934425","39.086376","38.04986","40.404989","37.795137365368845",""
"INTL.55-1-CIV-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","1","7","9","23","27","28","20","18","12","2","2","2","1.5","0.499986301369863","6.8","8.023287671232877","16","18.767123287671232","20","15","11.497267759562842","11","12","19","26","39","62","52","59.16502732240437","57.8172602739726","43.83287671232877","39.58904109589041","37.91530054644809","37","36","29.586301369863012","40.52459016393443","38.023576","36.97436","39.314289","36.76403736536885",""
"INTL.57-1-CIV-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","1","7","9","23","27","28","20","18","12","2","2","2","1.5","0.499986301369863","6.8","8.023287671232877","16","18.767123287671232","20","15","11.497267759562842","11","12","19","26","39","62","52","59.16502732240437","57.8172602739726","43.83287671232877","39.58904109589041","37.91530054644809","37","36","29.586301369863012","40.52459016393443","38.023576","36.97436","39.314289","36.76403736536885",""
"INTL.58-1-CIV-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-CIV-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-CIV-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","1","1","1","1","1","0.8","-0.0658411185753424","-0.0148893584054796","-0.2","-0.3","-0.3","-0.2","-0.2","0.3","0.5","0.5","0.3","0.8","0.9","1","0.867399070666666","0.540633801320548","1.07470763368767","0.851584684147945","1.777","0.936","1.297","1.044","0.767","0.663","0.602","0.5604","0.646","0.8394999999999999","0.8107","1.0522","1.0205","1.0628","1.0755","1.0907","1.0311",""
"","Denmark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-DNK-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","5.3","15","34","44","46","58","76","97","99","117","121","144","163","174.18416438356164","185.57808219178082","187.27671232876713","210.02349726775955","233.2821917808219","240.65342465753426","302.58082191780824","365.17927049180327","348.9895835616438","373.4323589041096","378.40922465753425","392.74527322404373","380.7835698630137","345.75681369863014","315.2797123287671","290.4678879781421","264.30768493150686","248.9426301369863","224.67004520547945","205.5172830601093","179.55966712328768","169.16411232876712","161.53717534246576","142.36401202185792","140.63677262750826","118.71567129569841","105.47567310275623","77.15193916545607",""
"INTL.55-1-DNK-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","6","15","35","45","46","58","76","97","99","117","121","143","163","173.95616438356166","184.97808219178083","186.07671232876712","207.92349726775956","230.48219178082192","238.35342465753425","300.1808219178082","362.9344262295082","346.6927397260274","371.5416438356164","375.92657534246575","390.4472732240437","378.5455698630137","343.40481369863016","312.9557123287671","288.3128879781421","261.68068493150685","246.9854301369863","222.84734520547946","203.83018306010928","177.60616712328766","167.52171232876714","159.58857534246576","140.80661202185792","138.76647262750825","117.10207129569841","103.52807310275624","75.31083916545607",""
"INTL.57-1-DNK-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","6","15","35","45","46","58","76","97","99","117","121","143","163","173.95616438356166","184.97808219178083","186.07671232876712","207.92349726775956","230.48219178082192","238.35342465753425","300.1808219178082","362.9344262295082","346.2027397260274","370.76164383561644","375.04657534246576","389.1472732240437","377.1455698630137","342.00481369863013","311.55571232876713","286.5128879781421","259.98068493150686","245.3594301369863","221.14634520547946","202.2461830601093","175.40116712328768","165.24971232876712","156.31657534246574","140.63661202185793","137.09395481928908","115.260728829945","102.0670292671398","71.4123118430517",""
"INTL.58-1-DNK-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-DNK-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.49","0.78","0.88","1.3","1.4","1.4","1.4","1.8","1.7","1.626","1.701","1.584","2.205","2.272","3.272","0.17","1.672517808219178","1.8413424657534248","1.4610438356164384","3.8985273224043717",""
"INTL.56-1-DNK-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","-0.7","-0.3","-0.8","-0.7","-0.1","0.0749452054794526","0.2","-0.1","-0.1","-0.0596767123287649","0.1","0.7","0.5","0.228","0.6","1.2","2.1","2.8","2.3","2.4","2.24484426229508","2.29684383561644","1.89071506849315","2.48264931506849","2.298","2.238","2.352","2.324","2.155","2.627","1.9572","1.8227","1.6871","1.9535","1.6424","1.9486","1.5574","1.8703","1.6136","1.9476","1.8411",""
"","Djibouti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-DJI-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-DJI-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-DJI-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DJI-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-DJI-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-DJI-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Dominica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-DMA-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-DMA-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-DMA-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DMA-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-DMA-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-DMA-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Dominican Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-DOM-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","1","1","1","1","1","1","-0.2","0.0435133825863016","0.0371532626000001","0.0904710671232876","-0.1","-0.2","-0.9","-0.5","-0.4","-1","-0.9","-1","-1","-0.4","-0.154269661311475","-0.0947265027068492","-0.0670248840109591","0.0119472391013699","-0.449","-0.389","-0.309","-0.392","-0.266","0.035","-0.0348","-0.0851","-0.08339999999999999","-0.0868","-0.0296","-0.08990000000000001","-0.0872","-0.0909","-0.0919","-0.0932","-0.0881",""
"INTL.55-1-DOM-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-DOM-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-DOM-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-DOM-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-DOM-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","1","1","1","1","1","1","-0.2","0.0435133825863016","0.0371532626000001","0.0904710671232876","-0.1","-0.2","-0.9","-0.5","-0.4","-1","-0.9","-1","-1","-0.4","-0.154269661311475","-0.0947265027068492","-0.0670248840109591","0.0119472391013699","-0.449","-0.389","-0.309","-0.392","-0.266","0.035","-0.0348","-0.0851","-0.08339999999999999","-0.0868","-0.0296","-0.08990000000000001","-0.0872","-0.0909","-0.0919","-0.0932","-0.0881",""
"","Ecuador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-ECU-TBPD.A","        Total petroleum and other liquids (Mb/d)","208.78082191780823","177.04109589041096","160.85753424657534","187.52732240437157","183.39989315068493","201.7890410958904","214.06849315068493","204.15300546448088","211.16438356164383","210.86301369863014","237.12328767123287","257.92349726775956","281.24383561643833","293.2739726027397","174.0958904109589","302.1530054644809","278.7972602739726","285.041095890411","299.06575342465754","320.99954918032785","348.52054794520546","369.9205479452055","395.827397260274","397.87814207650274","389.44520547945206","376.2986301369863","374.04383561643834","396.31137048834427","412.5113080865644","392.7185921789535","411.3417693434082","531.0057021857923","534.7554","538.3887643835617","512.6899863013699","507.71670218579237","488.336197260274","489.1028767123288","502.13402191780824","507.6430792349727","531.0234082191781","561.5420575342466","548.3688410958904","552.4072295081967","535.2252876712329","521.081266230137","533.8516893671233","482.3388239071038",""
"INTL.55-1-ECU-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","208.78082191780823","177.04109589041096","160.85753424657534","187.52732240437157","183.39989315068493","201.7890410958904","214.06849315068493","204.15300546448088","211.16438356164383","210.86301369863014","237.12328767123287","257.92349726775956","281.24383561643833","293.2739726027397","174.0958904109589","302.1530054644809","278.7972602739726","285.041095890411","299.06575342465754","320.99954918032785","347.52054794520546","367.9205479452055","395.027397260274","399.9781420765027","391.34520547945203","379.0986301369863","376.64383561643837","398.2207650273224","414.9835616438356","395.02900000000005","413.31369863013697","532.2447021857923","535.9764","539.6797643835616","514.3879863013699","508.72770218579234","489.620197260274","490.28687671232876","503.6130219178082","508.69207923497265","532.9874082191781","563.4160575342466","550.5448410958904","554.5172295081967","537.4232876712329","523.305266230137","536.1066893671233","484.4708239071038",""
"INTL.57-1-ECU-TBPD.A","                Crude oil including lease condensate (Mb/d)","208.78082191780823","177.04109589041096","160.85753424657534","187.52732240437157","183.39989315068493","201.7890410958904","214.06849315068493","204.15300546448088","211.16438356164383","210.86301369863014","237.12328767123287","257.92349726775956","281.24383561643833","293.2739726027397","174.0958904109589","302.1530054644809","278.7972602739726","285.041095890411","299.06575342465754","320.99954918032785","343.52054794520546","364.9205479452055","392.027397260274","395.9781420765027","388.34520547945203","375.0986301369863","372.64383561643837","394.92076502732243","412.1835616438356","392.52900000000005","411.013698630137","528.2447021857923","531.9764","535.6797643835616","511.0879863013699","504.72770218579234","485.620197260274","486.0868767123288","499.5130219178082","503.5920792349727","526.1124082191781","556.3580575342465","543.0948410958904","547.9262295081967","531.3232876712328","517.205266230137","531.0066893671233","479.37082390710384",""
"INTL.58-1-ECU-TBPD.A","                NGPL (Mb/d)","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","3","4","3","3","4","3","4","4","3.3","2.8","2.5","2.3","4","4","4","3","4","4","4","4","5","6","6","7","6","6","6","5","5",""
"INTL.59-1-ECU-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0","0","0.2","0.1","0.1","0.875","1.058","0.45","0.591","0.1","0.1","0.1","0.1",""
"INTL.56-1-ECU-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","1","1","1","1","1","1","-0.4","-0.7","-0.5","-0.5","-0.5","-0.4","-0.0593344124863394","1","2","0.8","-2.1","-1.9","-2.8","-2.6","-1.90939453897814","-2.47225355727123","-2.31040782104658","-1.97192928672877","-1.239","-1.221","-1.291","-1.698","-1.011","-1.284","-1.184","-1.479","-1.049","-1.964","-1.874","-2.176","-2.11","-2.198","-2.224","-2.255","-2.132",""
"","Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-EGY-TBPD.A","        Total petroleum and other liquids (Mb/d)","164.9999808219178","149.9999287671233","235.00004657534245","330.0000519125683","414.9999698630137","485.0002712328767","524.9999808219178","594.9997377049181","597.9997589041096","670.000098630137","727.0287698630137","821.9999016393442","887.0000630136987","813.0001260273973","896.0000082191781","848.0000601092896","865.0003315068493","873.0007260273973","874.0011232876712","881.2188469945355","898.1","903.8054794520548","929.5","933.6666666666666","869.7575342465753","848.3054794520548","872.5890410958904","793.3373379353444","748.0604841268274","742.5516913274138","744.0953803580328","700.0920300546449","682.7735479452055","662.735904109589","658.8939726027397","691.0547704918033","701.3859315068493","694.9824246575342","702.2116438356164","704.8338196721312","707.3573835616438","707.0174520547945","717.4431643835617","685.4975136612022","711.5735257534246","729.8128230136987","716.8338123287672","681.5823172131147",""
"INTL.55-1-EGY-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","164.9999808219178","149.9999287671233","235.00004657534245","330.0000519125683","414.9999698630137","485.0002712328767","524.9999808219178","594.9997377049181","597.9997589041096","670.000098630137","727.0287698630137","821.9999016393442","887.0000630136987","813.0001260273973","896.0000082191781","848.0000601092896","865.0003315068493","873.0007260273973","874.0011232876712","881.2188469945355","908","913.8054794520548","939","942.6666666666666","879.4575342465754","857.8054794520548","881.5890410958904","803.44","758.398","750.9870000000001","749.651","708.1300300546449","689.7205479452055","665.9589041095891","664.2739726027397","693.5737704918033","704.2849315068493","697.6154246575343","704.3096438356164","708.8128196721311","708.5393835616438","708.4514520547946","718.3561643835617","686.3825136612022","712.4955257534247","730.7458230136987","717.7798123287672","682.4763172131147",""
"INTL.57-1-EGY-TBPD.A","                Crude oil including lease condensate (Mb/d)","164.9999808219178","149.9999287671233","235.00004657534245","330.0000519125683","414.9999698630137","485.0002712328767","524.9999808219178","594.9997377049181","597.9997589041096","670.000098630137","727.0287698630137","821.9999016393442","887.0000630136987","813.0001260273973","896.0000082191781","848.0000601092896","865.0003315068493","873.0007260273973","874.0011232876712","881.2188469945355","890","895.8054794520548","920","921.6666666666666","856.4575342465754","833.8054794520548","851.5890410958904","768.33","719.663","715.417","712.673","673.3810300546448","623.3205479452055","615.9698630136986","608.3561643835617","633.3989071038251","648.7123287671233","636.331506849315","637.4438356164384","641.6229508196722","644.9205479452055","645.1123287671232","682.3561643835617","651.3825136612022","626.8630136986302","638.8493150684932","622.641095890411","586.7349726775956",""
"INTL.58-1-EGY-TBPD.A","                NGPL (Mb/d)","","","","","","","","17","17","20","25","25","27","24","25","35","45","40","45","14","18","18","19","21","23","24","30","35.11","38.735","35.57","36.978","34.749","66.4","49.989041095890414","55.917808219178085","60.17486338797814","55.57260273972603","60.42191780821918","65.91780821917808","66.32786885245902","62.843835616438355","63.16712328767123","36","35","85.63251205479452","91.89650794520549","95.13871643835617","95.74134453551913",""
"INTL.59-1-EGY-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.862","0.948","0.862","0.775","0.172","0","0","0","0","0","0",""
"INTL.56-1-EGY-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","1","1","1","1","1","1","-11","-10","-10","-11","-12","-12","-12","-9.9","-10","-9.5","-9","-9.7","-9.5","-9","-10.1026620646557","-10.3375158731726","-8.4353086725863","-5.55561964196712","-8.038","-6.947","-3.223","-5.38","-2.519","-2.899","-2.633","-2.098","-3.979","-1.182","-1.434","-0.9129999999999999","-0.885","-0.9219999999999999","-0.933","-0.9460000000000001","-0.894",""
"","El Salvador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SLV-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0.00263546031890413","-0.047689205260274","-0.0552833555857924","0.0150815799479452","-0.0615051709030137","-0.1","-0.0431070222896176","-0.017","0","0","-0.1","-0.3","-0.5","-0.6","-0.591263548147541","-0.669295752635616","-0.277765109912329","-0.10588980609863","-0.204","0.966","5.308","4.297","4.182","1.772","-0.442","-0.305","-0.254","0.003","0.003","0","0","0.003","0.003","0.003","0.003",""
"INTL.55-1-SLV-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.4","0.35","1.54","5.78","4.74","4.555","2.15","0","0.003","0.003","0.003","0.003","0","0","0.003","0.003","0.003","0.003",""
