Report generated on: 03-01-2022 10:34:37
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.57-1-SLV-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-SLV-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SLV-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.4","0.35","1.54","5.78","4.74","4.555","2.15","0","0.003","0.003","0.003","0.003","0","0","0.003","0.003","0.003","0.003",""
"INTL.56-1-SLV-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0.00263546031890413","-0.047689205260274","-0.0552833555857924","0.0150815799479452","-0.0615051709030137","-0.1","-0.0431070222896176","-0.017","","","-0.1","-0.3","-0.5","-0.6","-0.591263548147541","-0.669295752635616","-0.577765109912329","-0.50588980609863","-0.554","-0.574","-0.472","-0.443","-0.373","-0.378","-0.442","-0.308","-0.257","0","0","0","0","0","0","0","0",""
"","Equatorial Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-GNQ-TBPD.A","        Total petroleum and other liquids (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","1.6","4.5","5.010958904109589","5.001643835616439","17","52.42191780821918","83","102","167.50000000000014","181.43835616438355","212.56164383561645","206.46587671232896","368.20765027322403","375.4767123287671","362.86575342465756","368.52876712328765","359.20315300546446","346.01606849315067","322.7103835616438","298.8880328767123","310.4","290.7972602739726","278","268","244","202.77876712328768","184.98438356164382","166.76712328767124","157.56284153005464",""
"INTL.55-1-GNQ-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","1.6","4.5","5.010958904109589","5.001643835616439","17","52.42191780821918","83","102","167.50000000000014","181.43835616438355","212.56164383561645","206.46587671232896","368.20765027322403","375.4767123287671","362.86575342465756","368.52876712328765","359.20315300546446","346.01606849315067","322.7103835616438","298.8880328767123","310.4","290.7972602739726","278","268","244","202.77876712328768","184.98438356164382","166.76712328767124","157.56284153005464",""
"INTL.57-1-GNQ-TBPD.A","                Crude oil including lease condensate (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","1.6","4.5","5.010958904109589","5.001643835616439","17","52.42191780821918","83","102","167.50000000000014","181.43835616438355","212.56164383561645","206.46587671232896","365.4590163934426","362.5342465753425","342.86575342465756","345.36986301369865","336.83443715846994","321.9787287671233","297.7807397260274","278.3880328767123","289.4","269.7972602739726","260","250","227","184.32876712328766","172.23287671232876","155.76712328767124","147.56284153005464",""
"INTL.58-1-GNQ-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.748633879781421","12.942465753424658","20","23.15890410958904","22.368715846994537","24.037339726027398","24.92964383561644","20.5","21","21","18","18","17","18.45","12.751506849315069","11","10",""
"INTL.59-1-GNQ-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-GNQ-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Eritrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-ERI-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","-0.3","-0.3","-0.3","-0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-ERI-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-ERI-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-ERI-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-ERI-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-ERI-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","-0.3","-0.3","-0.3","-0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Estonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-EST-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.0825932803278689","-0.066","0","0","0","7.3","4.4","3","4.747","5.133617438334246","5.530404006728767","6.137964571539726","6.592","6.9","7.28","7.400021917808219","7.6","9","10","11","11","13","13","16","14","18.391846575342466","21.556101369863015","22.591887671232875","22.91243442622951",""
"INTL.55-1-EST-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","7.3","4.4","3","4.747","5.1","5.5","6.1","6.562","6.9","7.28","7.400021917808219","7.6","9","10","11","11","13","13","16","14","18.391846575342466","21.556101369863015","22.591887671232875","22.91243442622951",""
"INTL.57-1-EST-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-EST-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-EST-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","7.3","4.4","3","4.747","5.1","5.5","6.1","6.562","6.9","7.28","7.400021917808219","7.6","9","10","11","11","13","13","16","14","18.391846575342466","21.556101369863015","22.591887671232875","22.91243442622951",""
"INTL.56-1-EST-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.0825932803278689","-0.066","","0","0","0","0","0","0","0.0336174383342466","0.0304040067287671","0.037964571539726","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Eswatini","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SWZ-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.431","0.551","0.827","0.827","0.775","0.81","0.775","0","0","0","0",""
"INTL.55-1-SWZ-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.431","0.551","0.827","0.827","0.775","0.81","0.775","0","0","0","0",""
"INTL.57-1-SWZ-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-SWZ-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-SWZ-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.431","0.551","0.827","0.827","0.775","0.81","0.775","0","0","0","0",""
"INTL.56-1-SWZ-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Ethiopia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-ETH-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","-0.3","-0.3","-0.3","-0.3","-0.3","-0.05196","-0.1","-0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.167","0.211","0.296","0.354","0","0","0","0",""
"INTL.55-1-ETH-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.167","0.211","0.296","0.354","0","0","0","0",""
"INTL.57-1-ETH-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-ETH-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-ETH-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.167","0.211","0.296","0.354","0","0","0","0",""
"INTL.56-1-ETH-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","-0.3","-0.3","-0.3","-0.3","-0.3","-0.05196","-0.1","-0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Falkland Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-FLK-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-FLK-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-FLK-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-FLK-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-FLK-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
