id,name,unit,dataset_id
167,Rape and Mustard Oil - Domestic supply quantity (FAO (2019)),tonnes,0
168,Rape and Mustard Oil - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
169,Rice (Milled Equivalent) - Production (FAO (2019)),tonnes,0
170,Rice (Milled Equivalent) - Import Quantity (FAO (2019)),tonnes,0
171,Rice (Milled Equivalent) - Domestic supply quantity (FAO (2019)),tonnes,0
172,Rice (Milled Equivalent) - Seed (FAO (2019)),tonnes,0
173,Rice (Milled Equivalent) - Losses (FAO (2019)),tonnes,0
174,Rice (Milled Equivalent) - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
175,Rice (Paddy Equivalent) - Production (FAO (2019)),tonnes,0
176,Rice (Paddy Equivalent) - Import Quantity (FAO (2019)),tonnes,0
177,Rice (Paddy Equivalent) - Domestic supply quantity (FAO (2019)),tonnes,0
178,Rice (Paddy Equivalent) - Seed (FAO (2019)),tonnes,0
179,Rice (Paddy Equivalent) - Losses (FAO (2019)),tonnes,0
180,Rice (Paddy Equivalent) - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
181,Roots & Tuber Dry Equiv - Production (FAO (2019)),tonnes,0
182,Roots & Tuber Dry Equiv - Import Quantity (FAO (2019)),tonnes,0
183,Roots & Tuber Dry Equiv - Export Quantity (FAO (2019)),tonnes,0
184,Roots & Tuber Dry Equiv - Domestic supply quantity (FAO (2019)),tonnes,0
185,Roots & Tuber Dry Equiv - Seed (FAO (2019)),tonnes,0
186,Roots & Tuber Dry Equiv - Losses (FAO (2019)),tonnes,0
187,Roots & Tuber Dry Equiv - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
188,Sesame seed - Production (FAO (2019)),tonnes,0
189,Sesame seed - Stock Variation (FAO (2019)),tonnes,0
190,Sesame seed - Export Quantity (FAO (2019)),tonnes,0
191,Sesame seed - Domestic supply quantity (FAO (2019)),tonnes,0
192,Sesame seed - Seed (FAO (2019)),tonnes,0
193,Sesame seed - Losses (FAO (2019)),tonnes,0
194,Sesame seed - Processing (FAO (2019)),tonnes,0
195,Sesame seed - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
196,Sesameseed Cake - Production (FAO (2019)),tonnes,0
197,Sesameseed Cake - Domestic supply quantity (FAO (2019)),tonnes,0
198,Sesameseed Cake - Feed (FAO (2019)),tonnes,0
199,Sesameseed Oil - Production (FAO (2019)),tonnes,0
200,Sesameseed Oil - Domestic supply quantity (FAO (2019)),tonnes,0
201,Sesameseed Oil - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
202,Soyabean Oil - Import Quantity (FAO (2019)),tonnes,0
203,Soyabean Oil - Domestic supply quantity (FAO (2019)),tonnes,0
204,Soyabean Oil - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
205,"Spices, Other - Production (FAO (2019))",tonnes,0
206,"Spices, Other - Import Quantity (FAO (2019))",tonnes,0
207,"Spices, Other - Stock Variation (FAO (2019))",tonnes,0
208,"Spices, Other - Export Quantity (FAO (2019))",tonnes,0
209,"Spices, Other - Domestic supply quantity (FAO (2019))",tonnes,0
210,"Spices, Other - Food supply quantity (tonnes) (FAO (2019))",tonnes,0
211,Sugar (Raw Equivalent) - Production (FAO (2019)),tonnes,0
212,Sugar (Raw Equivalent) - Import Quantity (FAO (2019)),tonnes,0
213,Sugar (Raw Equivalent) - Stock Variation (FAO (2019)),tonnes,0
214,Sugar (Raw Equivalent) - Domestic supply quantity (FAO (2019)),tonnes,0
215,Sugar (Raw Equivalent) - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
216,Sugar beet - Production (FAO (2019)),tonnes,0
217,Sugar beet - Domestic supply quantity (FAO (2019)),tonnes,0
218,Sugar beet - Feed (FAO (2019)),tonnes,0
219,Sugar beet - Processing (FAO (2019)),tonnes,0
220,Sugar cane - Production (FAO (2019)),tonnes,0
221,Sugar cane - Domestic supply quantity (FAO (2019)),tonnes,0
222,Sugar cane - Feed (FAO (2019)),tonnes,0
223,Sugar cane - Processing (FAO (2019)),tonnes,0
224,"Sugar, Raw Equivalent - Production (FAO (2019))",tonnes,0
225,"Sugar, Raw Equivalent - Import Quantity (FAO (2019))",tonnes,0
226,"Sugar, Raw Equivalent - Stock Variation (FAO (2019))",tonnes,0
227,"Sugar, Raw Equivalent - Domestic supply quantity (FAO (2019))",tonnes,0
228,"Sugar, Raw Equivalent - Food supply quantity (tonnes) (FAO (2019))",tonnes,0
229,"Sugar, Refined Equiv - Production (FAO (2019))",tonnes,0
230,"Sugar, Refined Equiv - Import Quantity (FAO (2019))",tonnes,0
231,"Sugar, Refined Equiv - Stock Variation (FAO (2019))",tonnes,0
232,"Sugar, Refined Equiv - Domestic supply quantity (FAO (2019))",tonnes,0
233,"Sugar, Refined Equiv - Food supply quantity (tonnes) (FAO (2019))",tonnes,0
234,Sunflower seed - Production (FAO (2019)),tonnes,0
235,Sunflower seed - Domestic supply quantity (FAO (2019)),tonnes,0
236,Sunflower seed - Seed (FAO (2019)),tonnes,0
237,Sunflower seed - Processing (FAO (2019)),tonnes,0
238,Sunflowerseed Cake - Production (FAO (2019)),tonnes,0
239,Sunflowerseed Cake - Domestic supply quantity (FAO (2019)),tonnes,0
240,Sunflowerseed Cake - Feed (FAO (2019)),tonnes,0
241,Sunflowerseed Oil - Production (FAO (2019)),tonnes,0
242,Sunflowerseed Oil - Import Quantity (FAO (2019)),tonnes,0
243,Sunflowerseed Oil - Domestic supply quantity (FAO (2019)),tonnes,0
244,Sunflowerseed Oil - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
245,"Sweeteners, Other - Import Quantity (FAO (2019))",tonnes,0
246,"Sweeteners, Other - Domestic supply quantity (FAO (2019))",tonnes,0
247,"Sweeteners, Other - Food supply quantity (tonnes) (FAO (2019))",tonnes,0
248,Tea (including mate) - Import Quantity (FAO (2019)),tonnes,0
249,Tea (including mate) - Domestic supply quantity (FAO (2019)),tonnes,0
250,Tea (including mate) - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
251,Tobacco - Import Quantity (FAO (2019)),tonnes,0
252,Tobacco - Export Quantity (FAO (2019)),tonnes,0
253,Tobacco - Domestic supply quantity (FAO (2019)),tonnes,0
254,Tobacco - Other uses (FAO (2019)),tonnes,0
255,Tomatoes and products - Import Quantity (FAO (2019)),tonnes,0
256,Tomatoes and products - Export Quantity (FAO (2019)),tonnes,0
257,Tomatoes and products - Domestic supply quantity (FAO (2019)),tonnes,0
258,Tomatoes and products - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
259,"Vegetables, Other - Production (FAO (2019))",tonnes,0
260,"Vegetables, Other - Import Quantity (FAO (2019))",tonnes,0
261,"Vegetables, Other - Export Quantity (FAO (2019))",tonnes,0
262,"Vegetables, Other - Domestic supply quantity (FAO (2019))",tonnes,0
263,"Vegetables, Other - Losses (FAO (2019))",tonnes,0
264,"Vegetables, Other - Food supply quantity (tonnes) (FAO (2019))",tonnes,0
265,Wheat and products - Production (FAO (2019)),tonnes,0
266,Wheat and products - Import Quantity (FAO (2019)),tonnes,0
267,Wheat and products - Stock Variation (FAO (2019)),tonnes,0
268,Wheat and products - Domestic supply quantity (FAO (2019)),tonnes,0
269,Wheat and products - Seed (FAO (2019)),tonnes,0
270,Wheat and products - Losses (FAO (2019)),tonnes,0
271,Wheat and products - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
272,Wine - Import Quantity (FAO (2019)),tonnes,0
273,Wine - Domestic supply quantity (FAO (2019)),tonnes,0
274,Wine - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
275,Alcoholic Beverages - Import Quantity (FAO (2019)),tonnes,0
276,Alcoholic Beverages - Domestic supply quantity (FAO (2019)),tonnes,0
277,Alcoholic Beverages - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
278,Cereals - Excluding Beer - Production (FAO (2019)),tonnes,0
279,Cereals - Excluding Beer - Import Quantity (FAO (2019)),tonnes,0
280,Cereals - Excluding Beer - Stock Variation (FAO (2019)),tonnes,0
281,Cereals - Excluding Beer - Export Quantity (FAO (2019)),tonnes,0
282,Cereals - Excluding Beer - Domestic supply quantity (FAO (2019)),tonnes,0
283,Cereals - Excluding Beer - Feed (FAO (2019)),tonnes,0
284,Cereals - Excluding Beer - Seed (FAO (2019)),tonnes,0
285,Cereals - Excluding Beer - Losses (FAO (2019)),tonnes,0
286,Cereals - Excluding Beer - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
287,Fruits - Excluding Wine - Production (FAO (2019)),tonnes,0
288,Fruits - Excluding Wine - Import Quantity (FAO (2019)),tonnes,0
289,Fruits - Excluding Wine - Stock Variation (FAO (2019)),tonnes,0
290,Fruits - Excluding Wine - Export Quantity (FAO (2019)),tonnes,0
291,Fruits - Excluding Wine - Domestic supply quantity (FAO (2019)),tonnes,0
292,Fruits - Excluding Wine - Losses (FAO (2019)),tonnes,0
293,Fruits - Excluding Wine - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
294,Miscellaneous - Import Quantity (FAO (2019)),tonnes,0
295,Miscellaneous - Domestic supply quantity (FAO (2019)),tonnes,0
296,Miscellaneous - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
297,Oilcrops - Production (FAO (2019)),tonnes,0
298,Oilcrops - Import Quantity (FAO (2019)),tonnes,0
299,Oilcrops - Stock Variation (FAO (2019)),tonnes,0
300,Oilcrops - Export Quantity (FAO (2019)),tonnes,0
301,Oilcrops - Domestic supply quantity (FAO (2019)),tonnes,0
302,Oilcrops - Seed (FAO (2019)),tonnes,0
303,Oilcrops - Losses (FAO (2019)),tonnes,0
304,Oilcrops - Processing (FAO (2019)),tonnes,0
305,Oilcrops - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
306,Pulses - Production (FAO (2019)),tonnes,0
307,Pulses - Import Quantity (FAO (2019)),tonnes,0
308,Pulses - Export Quantity (FAO (2019)),tonnes,0
309,Pulses - Domestic supply quantity (FAO (2019)),tonnes,0
310,Pulses - Feed (FAO (2019)),tonnes,0
311,Pulses - Seed (FAO (2019)),tonnes,0
312,Pulses - Losses (FAO (2019)),tonnes,0
313,Pulses - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
314,Spices - Production (FAO (2019)),tonnes,0
315,Spices - Import Quantity (FAO (2019)),tonnes,0
316,Spices - Stock Variation (FAO (2019)),tonnes,0
317,Spices - Export Quantity (FAO (2019)),tonnes,0
318,Spices - Domestic supply quantity (FAO (2019)),tonnes,0
319,Spices - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
320,Starchy Roots - Production (FAO (2019)),tonnes,0
321,Starchy Roots - Import Quantity (FAO (2019)),tonnes,0
322,Starchy Roots - Export Quantity (FAO (2019)),tonnes,0
323,Starchy Roots - Domestic supply quantity (FAO (2019)),tonnes,0
324,Starchy Roots - Seed (FAO (2019)),tonnes,0
325,Starchy Roots - Losses (FAO (2019)),tonnes,0
326,Starchy Roots - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
327,Stimulants - Import Quantity (FAO (2019)),tonnes,0
328,Stimulants - Domestic supply quantity (FAO (2019)),tonnes,0
329,Stimulants - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
330,Sugar & Sweeteners - Production (FAO (2019)),tonnes,0
331,Sugar & Sweeteners - Import Quantity (FAO (2019)),tonnes,0
332,Sugar & Sweeteners - Stock Variation (FAO (2019)),tonnes,0
333,Sugar & Sweeteners - Domestic supply quantity (FAO (2019)),tonnes,0
334,Sugar & Sweeteners - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
335,Sugar Crops - Production (FAO (2019)),tonnes,0
336,Sugar Crops - Domestic supply quantity (FAO (2019)),tonnes,0
337,Sugar Crops - Feed (FAO (2019)),tonnes,0
338,Sugar Crops - Processing (FAO (2019)),tonnes,0
339,Treenuts - Production (FAO (2019)),tonnes,0
340,Treenuts - Export Quantity (FAO (2019)),tonnes,0
341,Treenuts - Domestic supply quantity (FAO (2019)),tonnes,0
342,Treenuts - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
343,Vegetable Oils - Production (FAO (2019)),tonnes,0
344,Vegetable Oils - Import Quantity (FAO (2019)),tonnes,0
345,Vegetable Oils - Domestic supply quantity (FAO (2019)),tonnes,0
346,Vegetable Oils - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
347,Vegetable Oils - Other uses (FAO (2019)),tonnes,0
348,Vegetables - Production (FAO (2019)),tonnes,0
349,Vegetables - Import Quantity (FAO (2019)),tonnes,0
350,Vegetables - Export Quantity (FAO (2019)),tonnes,0
351,Vegetables - Domestic supply quantity (FAO (2019)),tonnes,0
352,Vegetables - Losses (FAO (2019)),tonnes,0
353,Vegetables - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
354,"Alcohol, Non-Food - Import Quantity (FAO (2019))",tonnes,0
355,"Alcohol, Non-Food - Domestic supply quantity (FAO (2019))",tonnes,0
356,"Alcohol, Non-Food - Other uses (FAO (2019))",tonnes,0
357,Bananas - Export Quantity (FAO (2019)),tonnes,0
358,Bananas - Processing (FAO (2019)),tonnes,0
359,Barley and products - Export Quantity (FAO (2019)),tonnes,0
360,Barley and products - Processing (FAO (2019)),tonnes,0
361,Barley and products - Other uses (FAO (2019)),tonnes,0
362,Beans - Production (FAO (2019)),tonnes,0
363,Beans - Import Quantity (FAO (2019)),tonnes,0
364,Beans - Stock Variation (FAO (2019)),tonnes,0
365,Beans - Export Quantity (FAO (2019)),tonnes,0
366,Beans - Domestic supply quantity (FAO (2019)),tonnes,0
367,Beans - Feed (FAO (2019)),tonnes,0
368,Beans - Seed (FAO (2019)),tonnes,0
369,Beans - Losses (FAO (2019)),tonnes,0
370,Beans - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
371,Beer - Production (FAO (2019)),tonnes,0
372,Beer - Export Quantity (FAO (2019)),tonnes,0
373,"Beverages, Alcoholic - Production (FAO (2019))",tonnes,0
374,"Beverages, Alcoholic - Export Quantity (FAO (2019))",tonnes,0
375,"Beverages, Fermented - Import Quantity (FAO (2019))",tonnes,0
376,"Beverages, Fermented - Domestic supply quantity (FAO (2019))",tonnes,0
377,"Beverages, Fermented - Food supply quantity (tonnes) (FAO (2019))",tonnes,0
378,Brans - Import Quantity (FAO (2019)),tonnes,0
379,Brans - Export Quantity (FAO (2019)),tonnes,0
380,Cassava and products - Import Quantity (FAO (2019)),tonnes,0
381,Cassava and products - Domestic supply quantity (FAO (2019)),tonnes,0
382,Cassava and products - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
383,Cassava and products - Other uses (FAO (2019)),tonnes,0
384,"Cereals, Other - Stock Variation (FAO (2019))",tonnes,0
385,"Cereals, Other - Export Quantity (FAO (2019))",tonnes,0
386,"Cereals, Other - Feed (FAO (2019))",tonnes,0
387,"Citrus, Other - Stock Variation (FAO (2019))",tonnes,0
388,Cocoa Beans and products - Export Quantity (FAO (2019)),tonnes,0
389,Coconut Oil - Import Quantity (FAO (2019)),tonnes,0
390,Coconut Oil - Domestic supply quantity (FAO (2019)),tonnes,0
391,Coconut Oil - Other uses (FAO (2019)),tonnes,0
392,Coconuts - Incl Copra - Stock Variation (FAO (2019)),tonnes,0
393,Coconuts - Incl Copra - Export Quantity (FAO (2019)),tonnes,0
394,Coffee and products - Export Quantity (FAO (2019)),tonnes,0
395,Copra Cake - Import Quantity (FAO (2019)),tonnes,0
396,Copra Cake - Domestic supply quantity (FAO (2019)),tonnes,0
397,Copra Cake - Feed (FAO (2019)),tonnes,0
398,Cottonseed - Import Quantity (FAO (2019)),tonnes,0
399,Cottonseed - Losses (FAO (2019)),tonnes,0
400,Cottonseed Cake - Import Quantity (FAO (2019)),tonnes,0
401,Cottonseed Oil - Import Quantity (FAO (2019)),tonnes,0
402,Dates - Production (FAO (2019)),tonnes,0
403,Dates - Export Quantity (FAO (2019)),tonnes,0
404,Grapefruit and products - Import Quantity (FAO (2019)),tonnes,0
405,Grapefruit and products - Stock Variation (FAO (2019)),tonnes,0
406,Grapefruit and products - Export Quantity (FAO (2019)),tonnes,0
407,Grapefruit and products - Domestic supply quantity (FAO (2019)),tonnes,0
408,Grapefruit and products - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
409,Grapes and products (excl wine) - Import Quantity (FAO (2019)),tonnes,0
410,Grapes and products (excl wine) - Processing (FAO (2019)),tonnes,0
411,Groundnut Cake - Production (FAO (2019)),tonnes,0
412,Groundnut Cake - Import Quantity (FAO (2019)),tonnes,0
413,Groundnut Cake - Export Quantity (FAO (2019)),tonnes,0
414,Groundnut Cake - Domestic supply quantity (FAO (2019)),tonnes,0
415,Groundnut Cake - Feed (FAO (2019)),tonnes,0
416,Groundnut Oil - Production (FAO (2019)),tonnes,0
417,Groundnut Oil - Export Quantity (FAO (2019)),tonnes,0
