Report generated on: 03-01-2022 10:34:09
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.5-2-TUN-TBPD.A","    Consumption (Mb/d)","","","","","","","","52","57","52","59","57","55","61.5","52.1","61.1","62.9","62.5","68","72.1","73.8","74.5","70.6","72.5","77.9","81.1","79.1","85.84828743169398","88.21712767123294","86.96150794520553","87.34604931506847","90.57729836065567","93.07371835616435","93.0011583561644","93.99839013698634","91.92395956284157","87.93691068493153","87.6664580821918","81.10048547945206","85.79556612021864","87.96154958904106","95.73095671232876","102","98","101.32608219178123","105.0994246575339","107.65904109589",""
"INTL.54-2-TUN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","52","57","52","59","57","55","61.5","52.1","61.1","62.9","62.5","68","72.1","73.8","74.5","70.6","72.5","77.9","81.1","79.1","85.84828743169398","88.21712767123294","86.96150794520553","87.34604931506847","90.57729836065567","93.07371835616435","93.0011583561644","93.99839013698634","91.92395956284157","87.93691068493153","87.6664580821918","81.10048547945206","85.79556612021864","87.96154958904106","95.73095671232876","102","98","101.32608219178123","105.0994246575339","107.65904109589",""
"INTL.62-2-TUN-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","4.312195122","4.726829268","4.312195122","4.892682927","4.726829268","4.56097561","5.1","5.1","5.6","5.8","6.2","4.3","6.7","6.8","7.5","7.7","7.6","8.4","8.1","7","9.11265027322404","9.58164383561644","9.90882191780822","9.69849315068493","9.64868852459016","9.60501369863013","9.48816438356164","9.81534246575342","9.76521857923497","10.1892602739726","10.7501369863014","11.8952602739726","11.4898633879781","11.0773150684931","12.7132054794521","14","13","14.09202739726027","16.07846575342466","15.611068493151",""
"INTL.63-2-TUN-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","1.691056911","1.853658537","1.691056911","1.918699187","1.853658537","1.788617886","2","3.5","3.6","6.3","4.1","4.1","4.1","4.7","5.1","5.8","5.4","6.3","6.5","6.9","6.00166666666667","5.71394520547945","4.69282191780822","4.34520547945205","4.96166666666667","4.62764383561644","4.60591780821918","4.82317808219178","4.91833333333333","4.36693150684931","5.30115068493151","5.36632876712329","6.19666666666667","6.43090410958904","5.97465753424658","4","5","5.627041095890411","6.170191780821917","6.843698630137",""
"INTL.64-2-TUN-TBPD.A","            Kerosene (Mb/d)","","","","","","","","2.45203252","2.687804878","2.45203252","2.782113821","2.687804878","2.593495935","2.9","2.8","3","3.2","3.1","5.7","3.2","3.1","3.1","3.6","3.6","3.6","3.8","4.2","4.13956284153006","4.25679452054795","4.25679452054795","3.93912328767123","4.11844262295082","4.10854794520548","3.11317808219178","2.62608219178082","2.15426229508197","1.82131506849315","1.39775342465753","1.31304109589041","0.950409836065574","1.05890410958904","1.14361643835616","1","1","1.194931506849315","0.7386849315068493","0.434520547945",""
"INTL.65-2-TUN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","18.601626016","20.390243902","18.601626016","21.105691057","20.390243902","19.674796748","22","20","20","20","20","21","24","25","25","25","27","30","31","32","33.4149479945355","34.7529653643836","34.5684312383562","35.8766188767123","36.6950072568306","36.7963492767123","36.6528442849315","37.4503938684932","37.1643285409836","36.1213740054795","37.3419500986301","33.5831181808219","34.2904032404372","34.5067781589041","36.8570406739726","40","40","42.0212602739726","43.28843835616438","40.590575342466",""
"INTL.66-2-TUN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","17.756097561","19.463414634","17.756097561","20.146341463","19.463414634","18.780487805","21","14","21","17","20","23","23","23","22","15","15","15","16","15","15.4316496065574","14.9816866520548","14.9428178958904","14.4589280547945","15.0580199344262","13.6928604821918","14.5946269150685","16.4127350465753","12.6906017377049","9.20706792328767","7.82563801643836","5.06316979726027","6.17677780327869","6.38111191232877","6.99169818082192","9","5","4.360931506849315","5.948383561643835","4.561643835616",""
"INTL.67-2-TUN-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","4.988617886","5.468292683","4.988617886","5.660162602","5.468292683","5.276422764","5.9","5.9","6.4","8.4","7.6","8.2","8.7","9.1","9.9","10","10","11","11","8.6","12.1314665628415","13.7200726191781","14.1608816821918","14.4478389863014","15.1000234754098","14.702116169863","14.540156569863","14.7340173534247","14.7233598961749","15.2388235178082","14.9762808273973","15.0526217863014","15.293915579235","15.8111183452055","16.1278874575342","17","17","17.797260273973","18.337534246575","19.036712328767",""
"INTL.68-2-TUN-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","2.198373984","2.409756098","2.198373984","2.494308943","2.409756098","2.325203252","2.6","0.8","1.5","2.2","1.5","1.7","2.4","2.1","1.9","3.5","3.9","3.6","4.7","5.4","5.6163434863388","5.2100194739726","4.43093877260274","4.57984147945206","4.99544987978142","9.5411869479452","10.0062703123288","8.13664112876712","10.5078551803279","10.9921383890411","10.0735480438356","8.82694557808219","11.3975296065574","12.6954178849315","15.9228509479452","17","17","16.23263013698631","14.53772602739726","20.580821917808",""
"","Turkey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-TUR-TBPD.A","    Consumption (Mb/d)","","","","","","","","313.2","280","327","342","343.428961","359.443836","387.536986","440.528767","435.636612","447.835617","476.983563","466.156166","491.964482","565.430137","541.8","608.276711","633.663935","630.583562","629.068494","626.626456","666.882515","618.680913","657.726027","644.972603","661.371585","659.334248","677.586301","689.805479","677.685794","703.164384","674.849314","655.339726","688.510929","746.821917","762.681967","881.542916","942.132577","990.812694","958.375859","987.315599","923.152958"
"INTL.54-2-TUR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","313.2","280","327","342","343.428961","359.443836","387.536986","440.528767","435.636612","447.835617","476.983563","466.156166","491.964482","565.430137","541.8","608.276711","633.663935","630.583562","629.068494","626.626456","666.882515","618.680913","657.726027","644.972603","661.371585","659.334248","677.586301","689.805479","677.685794","703.164384","674.849314","655.339726","688.510929","746.821917","762.681967","881.542916","942.132577","990.812694","958.375859","987.315599","923.152958"
"INTL.62-2-TUR-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","41","45","46","47","47.169399","44.358904","50.265753","57.926027","61.530055","63.178082","73.983562","71.810959","78.642077","91.561644","92.008219","100.249315","105.510929","106.024658","105.175342","98.556164","83.554645","70.654795","73.038356","62.852055","55.754098","61.884932","63.043836","57.016438","54.346995","56.89863","47.252055","44.893151","41.420765","44.19726","45.030137","48.49863","51.434426","53.287671","52.386301","54.032877","54.715847"
"INTL.63-2-TUR-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","3","5","3","4","4.625683","4.276712","5.767123","5.873973","8.180328","8.846575","10.084932","10.430137","11.519126","14.531507","17.353425","24.183562","26.030055","31.172603","32.832877","24.849315","26.439891","26.082192","34.849315","36.572603","39.010929","42.252055","37.19726","45.745205","43.770492","45.273973","34.241096","31.238356","29.797814","45.139726","75.734247","100.517808","100.693989","100.347945","106.586301","117.915068","54.051913"
"INTL.64-2-TUR-TBPD.A","            Kerosene (Mb/d)","","","","","","","","10","7","7","7","5.726776","5.424658","5.268493","6.216438","5.584699","4.750685","3.923288","3.652055","3.035519","3.30137","2.350685","2.227397","2.002732","1.59726","1.684932","1.155224","0.806011","0.694611","0.567123","1.534247","0.79235","0.613699","0.526027","0.912329","1.122951","0.79726","1.172603","1.40274","1.032787","1.208219","0.881967","1.038806","0.556075","0.56338","0.301887","0.39779","0.199405"
"INTL.65-2-TUR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","82","88","97","106","108.368852","114.167123","127.254795","145.147945","143.846995","144.419178","153.676712","145.684932","142.374317","171.69863","162.136986","179.975342","185.846995","161.50137","138.142466","168.736986","184.76776","178.750685","196.167123","200.726027","217.852459","216.783562","246.20274","280.578082","300.177596","280.920548","300.115068","310.8","327.928962","349.246575","363.271233","414.860274","442.224044","476.315068","470.59726","476.263014","465.098361"
"INTL.66-2-TUR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","132","116","123","123","116.571038","121.290411","116.194521","123.939726","109.663934","118.632877","119.778082","114.931507","129.259563","137.906849","129.819178","144.378082","151.224044","149.2","144.421918","137.841096","141.510929","135.50411","146.961644","144.191781","131.330601","117.756164","100.293151","77.10411","64.540984","44.852055","20.175342","18.734247","19.79235","34.328767","37.479452","29.424658","38.174863","42.09863","27.293151","27.30411","10.226776"
"INTL.67-2-TUR-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.2","0","0","0","29.215847","29.654795","32.547945","37.534247","41.991803","46.30411","50.852055","54.342466","58.923497","66.769863","65.531507","75.065753","79.808743","90.890411","101.413699","106.687671","143.346995","121.178082","113.619178","112.345205","124.245902","132.109589","110.915068","108.693151","107.161202","115.490411","116.827397","117.115068","114.956284","118.673973","119.208219","126.964384","132.480874","129.728767","131.794521","132.813699","124.467213"
"INTL.68-2-TUR-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","45","19","51","55","31.751366","40.271233","50.238356","63.890411","64.838798","61.70411","64.684932","65.30411","68.210383","79.660274","72.6","82.19726","83.240437","90.19726","105.39726","88.8","86.456284","85.816438","92.523288","86.750685","92.385246","87.934247","119.408219","119.756164","106.565574","158.931507","155.065753","131.156164","153.581967","154.027397","121.076712","160.238356","176.568306","188.471233","169.416438","178.589041","214.393443"
"","Turkmenistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-TKM-TBPD.A","    Consumption (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","75","66.6","62.9","63","61.7","65.7","58.2","53.9","93.80924043715854","94.46518356164381","106.76637479452044","110.72129424657535","114.2741825136612","116.35891835616434","115.79365041095892","117.26850301369872","119.59466885245912","110.82788493150682","121.02599780821915","125.87352109589023","131.60758797814208","143.53327123287664","155.14891726027392","151","149","150.5924109589041","152.13553424657533","153.40578082191783",""
"INTL.54-2-TKM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","75","66.6","62.9","63","61.7","65.7","58.2","53.9","93.80924043715854","94.46518356164381","106.76637479452044","110.72129424657535","114.2741825136612","116.35891835616434","115.79365041095892","117.26850301369872","119.59466885245912","110.82788493150682","121.02599780821915","125.87352109589023","131.60758797814208","143.53327123287664","155.14891726027392","151","149","150.5924109589041","152.13553424657533","153.40578082191783",""
"INTL.62-2-TKM-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","11","12","9.1","9.3","10","10","12","11","16.0112295081967","17.293698630137","19.7942739726027","20.4584383561644","20.4436885245902","20.645397260274","20.9676712328767","21.5801917808219","22.3314754098361","22.7954246575342","23.1606849315069","23.6981917808219","25.0116666666667","29.9134246575342","35.1716438356164","35","35","35.17164383561644","35.17164383561644","35.17164383561644",""
"INTL.63-2-TKM-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","2.2","1.7","5.3","4.3","4.8","4.6","5.4","5.4","6.93333333333333","6.99578082191781","8.01690410958904","8.10320547945206","8.1","8.55945205479452","8.90767123287671","9.55945205479452","9.96666666666667","10.4284931506849","11.5147945205479","10.4284931506849","8.99166666666667","9.88534246575342","10.2112328767123","10","10","10.21123287671233","10.21123287671233","10.21123287671233",""
"INTL.64-2-TKM-TBPD.A","            Kerosene (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","5.3","4.1","1.3","2.1","3.2","1.3","1.5","1.5","0","0","0","0","2.9568306010929","2.96493150684932","2.75315068493151","2.5413698630137","3.16803278688525","2.96493150684932","3.81205479452055","3.17671232876712","2.9568306010929","2.96493150684932","3.17671232876712","3","3","3.258904109589041","3.258904109589041","3.258904109589041",""
"INTL.65-2-TKM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","14","18","19","14","9.3","18","7.3","7.3","21.4231772131148","16.9656733150685","19.4417365315068","20.0610538684932","20.4879795191257","21.372823769863","21.5986030465753","21.6442393643836","22.1977438360656","22.5292329863014","25.190274509589","26.8022270575342","32.8557032404372","36.413582109589","42.5485293808219","43","42","42.5117808219178","42.5117808219178","42.51178082191781",""
"INTL.66-2-TKM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","16","19","16","16","14","17","20","15","16.2518272131148","18.7497264657534","21.4672138191781","22.3429251835616","22.3663203934426","23.0461496328767","23.6102668273973","23.1269761315069","22.9406013770492","22.637431890411","24.5107751671233","24.7418899068493","23.851823704918","19.8975151232877","19.4129665315069","17","17","16.98756164383562","16.98756164383562","16.98756164383562",""
"INTL.67-2-TKM-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","","","","","","","--","--","--","--","--","--","6.5","6.4","10","14","9.4","1.8","3","2.7","21.0054098907104","22.2118227945205","25.1250324328767","26.1200894082192","26.854108","26.9346978958904","25.6258377643836","25.6724152767123","25.8093434644809","17.1966856986301","18.8946612931507","22.8314798136986","24.5675183114754","32.3317870958904","31.8473768986301","33","32","32.25753424657534","33.91013698630137","34.83178082191781",""
