date,location,monthly_sea_surface_temperature_anomaly,monthly_sea_surface_temperature_anomaly_lower_bound_95pct,monthly_sea_surface_temperature_anomaly_upper_bound_95pct
1854-11-15,World,-0.34462,-0.4255,-0.278
1854-12-15,World,-0.4846,-0.565,-0.4175
1855-01-15,World,-0.17154,-0.2525,-0.101
1855-02-15,World,-0.18817,-0.2675,-0.1165
1855-03-15,World,-0.19031,-0.2685,-0.121
1855-04-15,World,-0.30872,-0.3875,-0.2375
1855-05-15,World,-0.43554,-0.51,-0.3675
1855-06-15,World,-0.32945,-0.402,-0.2615
1855-07-15,World,-0.31505,-0.386,-0.248
1855-08-15,World,-0.17222,-0.2465,-0.103
1855-09-15,World,-0.27445,-0.3475,-0.212
1855-10-15,World,-0.18086,-0.2575,-0.115
1855-11-15,World,-0.18258,-0.2615,-0.115
1855-12-15,World,-0.15191,-0.2315,-0.084
1856-01-15,World,-0.11203,-0.192,-0.0425
1856-02-15,World,-0.23448,-0.315,-0.1625
1856-03-15,World,-0.19498,-0.27,-0.1265
1856-04-15,World,-0.34289,-0.418,-0.275
1856-05-15,World,-0.11416,-0.187,-0.046
1856-06-15,World,-0.31457,-0.385,-0.249
1856-07-15,World,-0.37882,-0.45,-0.3115
1856-08-15,World,-0.27994,-0.35,-0.216
1856-09-15,World,-0.32717,-0.4,-0.2625
1856-10-15,World,-0.35628,-0.43,-0.2915
1856-11-15,World,-0.45266,-0.531,-0.3845
1856-12-15,World,-0.55614,-0.636,-0.487
1857-01-15,World,-0.4235,-0.4985,-0.357
1857-02-15,World,-0.37269,-0.4485,-0.3055
1857-03-15,World,-0.54736,-0.6185,-0.484
1857-04-15,World,-0.47706,-0.5485,-0.4105
1857-05-15,World,-0.43257,-0.503,-0.3665
1857-06-15,World,-0.33721,-0.4045,-0.273
1857-07-15,World,-0.52979,-0.593,-0.4725
1857-08-15,World,-0.37461,-0.4395,-0.3175
1857-09-15,World,-0.32948,-0.398,-0.267
1857-10-15,World,-0.41461,-0.483,-0.351
1857-11-15,World,-0.50949,-0.5835,-0.4415
1857-12-15,World,-0.38063,-0.453,-0.3135
1858-01-15,World,-0.45996,-0.5275,-0.398
1858-02-15,World,-0.40697,-0.478,-0.3415
1858-03-15,World,-0.43079,-0.4975,-0.369
1858-04-15,World,-0.53212,-0.598,-0.468
1858-05-15,World,-0.63264,-0.698,-0.568
1858-06-15,World,-0.55077,-0.616,-0.486
1858-07-15,World,-0.34396,-0.406,-0.28
1858-08-15,World,-0.26664,-0.3305,-0.2045
1858-09-15,World,-0.30347,-0.3685,-0.243
1858-10-15,World,-0.22162,-0.2915,-0.156
1858-11-15,World,-0.27562,-0.349,-0.205
1858-12-15,World,-0.40502,-0.478,-0.3355
1859-01-15,World,-0.36709,-0.4395,-0.296
1859-02-15,World,-0.31828,-0.383,-0.2565
1859-03-15,World,-0.35083,-0.417,-0.2875
1859-04-15,World,-0.16511,-0.2315,-0.102
1859-05-15,World,-0.22342,-0.287,-0.16
1859-06-15,World,-0.22587,-0.2865,-0.165
1859-07-15,World,-0.36582,-0.4265,-0.304
1859-08-15,World,-0.2069,-0.2655,-0.1505
1859-09-15,World,-0.44393,-0.507,-0.3815
1859-10-15,World,-0.26037,-0.328,-0.193
1859-11-15,World,-0.28356,-0.3505,-0.218
1859-12-15,World,-0.1364,-0.2045,-0.0695
1860-01-15,World,-0.17846,-0.2405,-0.117
1860-02-15,World,-0.23669,-0.3045,-0.169
1860-03-15,World,-0.20016,-0.262,-0.1395
1860-04-15,World,-0.21936,-0.2825,-0.156
1860-05-15,World,-0.28384,-0.34,-0.2255
1860-06-15,World,-0.28902,-0.348,-0.2305
1860-07-15,World,-0.26059,-0.314,-0.208
1860-08-15,World,-0.26757,-0.325,-0.2115
1860-09-15,World,-0.12231,-0.182,-0.059
1860-10-15,World,-0.27847,-0.3405,-0.213
1860-11-15,World,-0.26489,-0.3245,-0.203
1860-12-15,World,-0.24107,-0.3065,-0.1725
1861-01-15,World,-0.30068,-0.3625,-0.2355
1861-02-15,World,-0.56882,-0.6275,-0.5085
1861-03-15,World,-0.59085,-0.6505,-0.5295
1861-04-15,World,-0.15795,-0.2185,-0.096
1861-05-15,World,-0.52823,-0.591,-0.463
1861-06-15,World,-0.33718,-0.395,-0.2765
1861-07-15,World,-0.43626,-0.497,-0.372
1861-08-15,World,-0.24761,-0.3075,-0.1865
1861-09-15,World,-0.288,-0.3475,-0.225
1861-10-15,World,-0.34319,-0.4055,-0.2765
1861-11-15,World,-0.29902,-0.3575,-0.2365
1861-12-15,World,-0.2736,-0.3275,-0.2165
1862-01-15,World,-0.45068,-0.507,-0.393
1862-02-15,World,-0.54476,-0.598,-0.4875
1862-03-15,World,-0.35149,-0.4095,-0.291
1862-04-15,World,-0.22309,-0.2825,-0.158
1862-05-15,World,-0.16218,-0.221,-0.101
1862-06-15,World,-0.32514,-0.379,-0.268
1862-07-15,World,-0.3435,-0.398,-0.286
1862-08-15,World,-0.67483,-0.7305,-0.6165
1862-09-15,World,-0.49544,-0.5505,-0.438
1862-10-15,World,-0.30671,-0.3625,-0.2495
1862-11-15,World,-0.42173,-0.4765,-0.3665
1862-12-15,World,-0.46687,-0.5205,-0.411
1863-01-15,World,-0.40598,-0.461,-0.3465
1863-02-15,World,-0.29728,-0.352,-0.2385
1863-03-15,World,-0.21599,-0.275,-0.1485
1863-04-15,World,-0.24056,-0.2995,-0.178
1863-05-15,World,-0.44893,-0.504,-0.3895
1863-06-15,World,-0.40003,-0.4575,-0.3365
1863-07-15,World,-0.32561,-0.3785,-0.2665
1863-08-15,World,-0.31664,-0.373,-0.254
1863-09-15,World,-0.41119,-0.466,-0.3495
1863-10-15,World,-0.25653,-0.3145,-0.1925
1863-11-15,World,-0.35723,-0.417,-0.2925
1863-12-15,World,-0.27198,-0.3265,-0.2115
1864-01-15,World,-0.63624,-0.687,-0.579
1864-02-15,World,-0.57768,-0.6295,-0.52
1864-03-15,World,-0.52768,-0.5805,-0.468
1864-04-15,World,-0.44513,-0.5,-0.381
1864-05-15,World,-0.22121,-0.2735,-0.1605
1864-06-15,World,-0.29662,-0.348,-0.2365
1864-07-15,World,-0.20696,-0.257,-0.1475
1864-08-15,World,-0.3553,-0.405,-0.2975
1864-09-15,World,-0.48193,-0.534,-0.424
1864-10-15,World,-0.39487,-0.447,-0.333
1864-11-15,World,-0.08859,-0.142,-0.0255
1864-12-15,World,-0.19106,-0.243,-0.1295
1865-01-15,World,-0.13545,-0.187,-0.0765
1865-02-15,World,-0.0913,-0.1405,-0.0325
1865-03-15,World,-0.10128,-0.151,-0.0415
1865-04-15,World,-0.11344,-0.1665,-0.05
1865-05-15,World,-0.3277,-0.379,-0.268
1865-06-15,World,-0.24337,-0.292,-0.1845
1865-07-15,World,-0.22369,-0.2745,-0.1625
1865-08-15,World,-0.21187,-0.261,-0.1515
1865-09-15,World,-0.26551,-0.3155,-0.2065
1865-10-15,World,-0.2344,-0.2855,-0.1745
1865-11-15,World,-0.37474,-0.4225,-0.3155
1865-12-15,World,-0.2359,-0.2815,-0.1805
1866-01-15,World,-0.246,-0.295,-0.187
1866-02-15,World,-0.03243,-0.0835,0.031
1866-03-15,World,-0.42051,-0.4725,-0.3555
1866-04-15,World,-0.31759,-0.3665,-0.2555
1866-05-15,World,-0.37466,-0.4235,-0.3135
1866-06-15,World,0.0086,-0.0395,0.0705
1866-07-15,World,-0.06607,-0.1125,-0.0065
1866-08-15,World,-0.18931,-0.2375,-0.1285
1866-09-15,World,-0.34326,-0.3925,-0.283
1866-10-15,World,-0.09531,-0.1455,-0.0345
1866-11-15,World,-0.0837,-0.1325,-0.0235
1866-12-15,World,-0.33273,-0.3795,-0.276
1867-01-15,World,-0.16111,-0.213,-0.0995
1867-02-15,World,-0.25903,-0.305,-0.2
1867-03-15,World,-0.05943,-0.1035,-0.0025
1867-04-15,World,-0.10698,-0.157,-0.045
1867-05-15,World,-0.18413,-0.2295,-0.126
1867-06-15,World,-0.29537,-0.3435,-0.2365
1867-07-15,World,-0.19411,-0.2395,-0.1335
1867-08-15,World,-0.28975,-0.3355,-0.2295
1867-09-15,World,-0.10205,-0.1475,-0.0455
1867-10-15,World,-0.15559,-0.2015,-0.0985
1867-11-15,World,-0.20375,-0.2485,-0.1475
1867-12-15,World,-0.45767,-0.5035,-0.3985
1868-01-15,World,-0.37892,-0.4215,-0.327
1868-02-15,World,-0.23183,-0.277,-0.177
1868-03-15,World,-0.00957,-0.0555,0.0505
1868-04-15,World,-0.15947,-0.2075,-0.0985
1868-05-15,World,-0.26325,-0.3115,-0.203
1868-06-15,World,-0.46224,-0.506,-0.4035
1868-07-15,World,-0.12318,-0.167,-0.0645
1868-08-15,World,-0.19507,-0.2405,-0.1345
1868-09-15,World,-0.15602,-0.1975,-0.102
1868-10-15,World,-0.27803,-0.321,-0.2225
1868-11-15,World,-0.16437,-0.2045,-0.1135
1868-12-15,World,-0.17127,-0.213,-0.1165
1869-01-15,World,-0.33133,-0.372,-0.278
1869-02-15,World,-0.13667,-0.182,-0.075
1869-03-15,World,-0.38526,-0.4305,-0.3255
1869-04-15,World,-0.14127,-0.186,-0.0815
1869-05-15,World,-0.26915,-0.311,-0.212
1869-06-15,World,-0.39402,-0.436,-0.339
1869-07-15,World,-0.33942,-0.38,-0.2855
1869-08-15,World,-0.20591,-0.248,-0.1515
1869-09-15,World,-0.28885,-0.332,-0.2345
1869-10-15,World,-0.30315,-0.345,-0.2505
1869-11-15,World,-0.26869,-0.3125,-0.2145
1869-12-15,World,-0.34312,-0.3875,-0.286
1870-01-15,World,-0.19645,-0.238,-0.144
1870-02-15,World,-0.2119,-0.255,-0.156
1870-03-15,World,-0.22638,-0.2695,-0.1685
1870-04-15,World,-0.1125,-0.1565,-0.054
1870-05-15,World,-0.2918,-0.3335,-0.2335
1870-06-15,World,-0.31429,-0.354,-0.26
1870-07-15,World,-0.11498,-0.152,-0.0635
1870-08-15,World,-0.15846,-0.198,-0.1045
1870-09-15,World,-0.29978,-0.34,-0.247
1870-10-15,World,-0.33005,-0.376,-0.2715
1870-11-15,World,-0.22773,-0.2735,-0.1685
1870-12-15,World,-0.22395,-0.267,-0.1685
1871-01-15,World,-0.21988,-0.26,-0.1655
1871-02-15,World,-0.21992,-0.2615,-0.163
1871-03-15,World,-0.07199,-0.1145,-0.0135
1871-04-15,World,-0.15787,-0.199,-0.1045
1871-05-15,World,-0.19094,-0.231,-0.1365
1871-06-15,World,-0.20769,-0.246,-0.156
1871-07-15,World,-0.07306,-0.1105,-0.022
1871-08-15,World,-0.33657,-0.3735,-0.289
1871-09-15,World,-0.38434,-0.425,-0.332
1871-10-15,World,-0.47208,-0.514,-0.418
1871-11-15,World,-0.17566,-0.2125,-0.128
1871-12-15,World,-0.27073,-0.309,-0.2215
1872-01-15,World,-0.32384,-0.359,-0.2765
1872-02-15,World,-0.31505,-0.356,-0.2615
1872-03-15,World,-0.41889,-0.458,-0.366
1872-04-15,World,-0.28215,-0.3215,-0.229
1872-05-15,World,-0.16965,-0.2095,-0.112
1872-06-15,World,-0.27909,-0.3175,-0.224
1872-07-15,World,-0.14416,-0.182,-0.09
1872-08-15,World,-0.07189,-0.1095,-0.0215
1872-09-15,World,-0.17422,-0.213,-0.1215
1872-10-15,World,-0.3011,-0.343,-0.245
1872-11-15,World,-0.16249,-0.205,-0.104
1872-12-15,World,-0.29187,-0.331,-0.2385
1873-01-15,World,-0.07495,-0.114,-0.0235
1873-02-15,World,-0.30414,-0.343,-0.2535
1873-03-15,World,-0.21247,-0.252,-0.161
1873-04-15,World,-0.29647,-0.336,-0.247
1873-05-15,World,-0.31122,-0.3505,-0.2605
1873-06-15,World,-0.42244,-0.459,-0.3745
1873-07-15,World,-0.20728,-0.2475,-0.157
1873-08-15,World,-0.23584,-0.2735,-0.1865
1873-09-15,World,-0.35215,-0.393,-0.302
1873-10-15,World,-0.40112,-0.443,-0.35
1873-11-15,World,-0.33701,-0.3765,-0.288
1873-12-15,World,-0.38223,-0.4235,-0.3315
1874-01-15,World,-0.22467,-0.2635,-0.1785
1874-02-15,World,-0.47522,-0.516,-0.425
1874-03-15,World,-0.41832,-0.4595,-0.368
1874-04-15,World,-0.44464,-0.487,-0.394
1874-05-15,World,-0.33629,-0.377,-0.2865
1874-06-15,World,-0.5655,-0.604,-0.518
1874-07-15,World,-0.19331,-0.2325,-0.1455
1874-08-15,World,-0.40979,-0.449,-0.362
1874-09-15,World,-0.28017,-0.32,-0.2315
1874-10-15,World,-0.52547,-0.5685,-0.4735
1874-11-15,World,-0.40593,-0.4505,-0.352
1874-12-15,World,-0.42122,-0.466,-0.367
1875-01-15,World,-0.28572,-0.33,-0.2315
1875-02-15,World,-0.17258,-0.2175,-0.1175
1875-03-15,World,-0.31089,-0.353,-0.2595
1875-04-15,World,-0.26867,-0.311,-0.2165
1875-05-15,World,-0.17531,-0.213,-0.128
1875-06-15,World,-0.2782,-0.314,-0.2315
1875-07-15,World,-0.34809,-0.3845,-0.302
1875-08-15,World,-0.16317,-0.199,-0.1195
1875-09-15,World,-0.10691,-0.146,-0.055
1875-10-15,World,-0.15251,-0.1955,-0.0955
1875-11-15,World,-0.21895,-0.264,-0.16
1875-12-15,World,-0.41682,-0.46,-0.363
1876-01-15,World,-0.3884,-0.433,-0.3365
1876-02-15,World,-0.29686,-0.343,-0.2435
1876-03-15,World,-0.3001,-0.346,-0.248
1876-04-15,World,-0.30382,-0.3505,-0.2495
1876-05-15,World,-0.44785,-0.4895,-0.3995
1876-06-15,World,-0.41942,-0.4595,-0.376
1876-07-15,World,-0.25468,-0.2935,-0.213
1876-08-15,World,-0.29607,-0.335,-0.2505
1876-09-15,World,-0.48012,-0.524,-0.429
1876-10-15,World,-0.35437,-0.398,-0.3
1876-11-15,World,-0.33098,-0.3795,-0.2745
1876-12-15,World,-0.27948,-0.3245,-0.227
1877-01-15,World,-0.35901,-0.4055,-0.3105
1877-02-15,World,0.08641,0.038,0.1395
1877-03-15,World,-0.09625,-0.1435,-0.045
1877-04-15,World,-0.09304,-0.1385,-0.044
1877-05-15,World,-0.29239,-0.3355,-0.246
1877-06-15,World,-0.09853,-0.1385,-0.056
1877-07-15,World,-0.04345,-0.0835,-0.0015
1877-08-15,World,0.088,0.048,0.1315
1877-09-15,World,0.08678,0.0445,0.1325
1877-10-15,World,0.22591,0.1775,0.279
1877-11-15,World,0.06545,0.0165,0.125
1877-12-15,World,0.12539,0.0765,0.1795
1878-01-15,World,0.27043,0.222,0.3265
1878-02-15,World,0.25354,0.206,0.309
1878-03-15,World,0.14909,0.103,0.199
1878-04-15,World,0.27105,0.225,0.321
1878-05-15,World,0.01102,-0.03,0.0535
1878-06-15,World,-0.04524,-0.083,-0.006
1878-07-15,World,-0.10477,-0.143,-0.0645
1878-08-15,World,-0.07,-0.11,-0.027
1878-09-15,World,-0.08579,-0.1275,-0.0355
1878-10-15,World,-0.2186,-0.266,-0.1605
1878-11-15,World,-0.28501,-0.334,-0.218
1878-12-15,World,-0.20104,-0.2475,-0.1455
1879-01-15,World,-0.15399,-0.2,-0.0985
1879-02-15,World,-0.12639,-0.174,-0.07
1879-03-15,World,-0.09359,-0.1385,-0.0465
1879-04-15,World,-0.16331,-0.2085,-0.1145
1879-05-15,World,-0.23918,-0.2805,-0.1955
1879-06-15,World,-0.24098,-0.28,-0.1995
1879-07-15,World,-0.27042,-0.309,-0.2275
1879-08-15,World,-0.1464,-0.185,-0.1035
1879-09-15,World,-0.19312,-0.234,-0.143
1879-10-15,World,-0.20696,-0.2505,-0.151
1879-11-15,World,-0.24477,-0.29,-0.1895
1879-12-15,World,-0.29388,-0.3385,-0.241
1880-01-15,World,-0.22829,-0.2745,-0.184
1880-02-15,World,-0.13526,-0.184,-0.0875
1880-03-15,World,-0.01016,-0.0605,0.042
1880-04-15,World,-0.11584,-0.1645,-0.068
1880-05-15,World,-0.33873,-0.3835,-0.2915
1880-06-15,World,-0.38432,-0.425,-0.3465
1880-07-15,World,-0.25989,-0.302,-0.2195
1880-08-15,World,-0.15026,-0.1925,-0.109
1880-09-15,World,-0.23063,-0.2775,-0.1795
1880-10-15,World,-0.23507,-0.2865,-0.174
1880-11-15,World,-0.18621,-0.2385,-0.1275
1880-12-15,World,-0.16618,-0.2175,-0.1085
1881-01-15,World,-0.09557,-0.148,-0.0395
1881-02-15,World,-0.10364,-0.1575,-0.045
1881-03-15,World,-0.02587,-0.078,0.028
1881-04-15,World,-0.07016,-0.12,-0.0205
1881-05-15,World,-0.07461,-0.1215,-0.029
1881-06-15,World,-0.16372,-0.207,-0.1235
1881-07-15,World,-0.16192,-0.202,-0.124
1881-08-15,World,-0.17782,-0.223,-0.136
1881-09-15,World,-0.298,-0.346,-0.2465
1881-10-15,World,-0.21773,-0.2695,-0.157
1881-11-15,World,-0.25139,-0.3035,-0.189
1881-12-15,World,-0.19171,-0.2415,-0.1355
1882-01-15,World,-0.14217,-0.193,-0.087
1882-02-15,World,-0.12173,-0.1725,-0.0695
1882-03-15,World,-0.1376,-0.187,-0.085
1882-04-15,World,-0.18532,-0.2345,-0.135
1882-05-15,World,-0.2962,-0.341,-0.249
1882-06-15,World,-0.26266,-0.3075,-0.221
1882-07-15,World,-0.17874,-0.224,-0.138
1882-08-15,World,-0.2971,-0.3405,-0.2535
1882-09-15,World,-0.19118,-0.238,-0.1385
1882-10-15,World,-0.29015,-0.3405,-0.231
1882-11-15,World,-0.16046,-0.215,-0.0935
1882-12-15,World,-0.3238,-0.374,-0.2675
1883-01-15,World,-0.19786,-0.253,-0.143
1883-02-15,World,-0.14012,-0.1955,-0.083
1883-03-15,World,-0.17385,-0.228,-0.1195
1883-04-15,World,-0.3052,-0.36,-0.256
1883-05-15,World,-0.21652,-0.2685,-0.17
1883-06-15,World,-0.18258,-0.2315,-0.141
1883-07-15,World,-0.23156,-0.2795,-0.1925
1883-08-15,World,-0.22614,-0.2715,-0.1815
1883-09-15,World,-0.28493,-0.3345,-0.234
1883-10-15,World,-0.40426,-0.4585,-0.349
1883-11-15,World,-0.27499,-0.332,-0.2155
1883-12-15,World,-0.35454,-0.4115,-0.2965
1884-01-15,World,-0.39202,-0.4465,-0.342
1884-02-15,World,-0.17683,-0.2295,-0.124
1884-03-15,World,-0.33325,-0.3865,-0.282
1884-04-15,World,-0.34589,-0.397,-0.297
1884-05-15,World,-0.29811,-0.3495,-0.2515
1884-06-15,World,-0.39017,-0.4385,-0.3495
1884-07-15,World,-0.41991,-0.4665,-0.3815
1884-08-15,World,-0.39257,-0.4415,-0.3495
1884-09-15,World,-0.34076,-0.3915,-0.2895
1884-10-15,World,-0.33211,-0.384,-0.2795
1884-11-15,World,-0.47001,-0.5255,-0.4095
1884-12-15,World,-0.36756,-0.4215,-0.3125
1885-01-15,World,-0.30282,-0.359,-0.251
1885-02-15,World,-0.32326,-0.3805,-0.272
1885-03-15,World,-0.40797,-0.4625,-0.3535
1885-04-15,World,-0.40374,-0.4555,-0.3515
1885-05-15,World,-0.43879,-0.491,-0.3905
1885-06-15,World,-0.44496,-0.4945,-0.402
1885-07-15,World,-0.35192,-0.4005,-0.31
1885-08-15,World,-0.45685,-0.506,-0.4095
1885-09-15,World,-0.33137,-0.3815,-0.279
1885-10-15,World,-0.21289,-0.2685,-0.1545
1885-11-15,World,-0.20952,-0.2665,-0.1495
1885-12-15,World,-0.19693,-0.2555,-0.135
1886-01-15,World,-0.27326,-0.3345,-0.216
1886-02-15,World,-0.31621,-0.3745,-0.263
1886-03-15,World,-0.25779,-0.3175,-0.2025
1886-04-15,World,-0.34664,-0.4035,-0.2945
1886-05-15,World,-0.20381,-0.259,-0.154
1886-06-15,World,-0.38248,-0.4355,-0.336
1886-07-15,World,-0.34303,-0.394,-0.2975
1886-08-15,World,-0.38524,-0.438,-0.3385
1886-09-15,World,-0.47229,-0.529,-0.419
1886-10-15,World,-0.368,-0.4285,-0.3105
1886-11-15,World,-0.39283,-0.4535,-0.332
1886-12-15,World,-0.50368,-0.5635,-0.4465
1887-01-15,World,-0.50385,-0.5645,-0.4475
1887-02-15,World,-0.52831,-0.5875,-0.475
1887-03-15,World,-0.4584,-0.518,-0.4055
1887-04-15,World,-0.42704,-0.4855,-0.3755
1887-05-15,World,-0.4866,-0.5435,-0.4385
1887-06-15,World,-0.40775,-0.4625,-0.3615
1887-07-15,World,-0.3295,-0.3805,-0.286
1887-08-15,World,-0.35901,-0.4115,-0.313
1887-09-15,World,-0.44675,-0.5015,-0.396
1887-10-15,World,-0.3895,-0.4495,-0.33
1887-11-15,World,-0.41523,-0.4775,-0.3535
1887-12-15,World,-0.35198,-0.414,-0.2925
1888-01-15,World,-0.40944,-0.4715,-0.3535
1888-02-15,World,-0.32378,-0.3865,-0.269
1888-03-15,World,-0.31955,-0.3815,-0.2655
1888-04-15,World,-0.26741,-0.3265,-0.2175
1888-05-15,World,-0.2548,-0.3125,-0.208
1888-06-15,World,-0.26628,-0.319,-0.223
1888-07-15,World,-0.34081,-0.3925,-0.297
1888-08-15,World,-0.31094,-0.363,-0.267
1888-09-15,World,-0.24711,-0.3035,-0.194
1888-10-15,World,-0.11039,-0.1705,-0.054
1888-11-15,World,-0.1089,-0.1715,-0.0485
1888-12-15,World,-0.08771,-0.1465,-0.0355
1889-01-15,World,0.06992,0.012,0.1225
1889-02-15,World,-0.007,-0.065,0.045
1889-03-15,World,-0.02022,-0.08,0.034
1889-04-15,World,-0.06253,-0.119,-0.011
1889-05-15,World,-0.15079,-0.208,-0.1015
1889-06-15,World,-0.18719,-0.2415,-0.139
1889-07-15,World,-0.21503,-0.2665,-0.171
1889-08-15,World,-0.26123,-0.3145,-0.217
1889-09-15,World,-0.3552,-0.413,-0.3005
1889-10-15,World,-0.31324,-0.373,-0.2545
1889-11-15,World,-0.24992,-0.309,-0.191
1889-12-15,World,-0.26864,-0.33,-0.2095
1890-01-15,World,-0.36824,-0.427,-0.3105
1890-02-15,World,-0.34314,-0.403,-0.2845
1890-03-15,World,-0.4294,-0.488,-0.371
1890-04-15,World,-0.39674,-0.4525,-0.3445
1890-05-15,World,-0.35654,-0.4125,-0.3075
1890-06-15,World,-0.4317,-0.4845,-0.386
1890-07-15,World,-0.50491,-0.5555,-0.4585
1890-08-15,World,-0.49415,-0.544,-0.4475
1890-09-15,World,-0.57309,-0.625,-0.5195
1890-10-15,World,-0.53066,-0.591,-0.466
1890-11-15,World,-0.48872,-0.548,-0.424
1890-12-15,World,-0.35072,-0.4095,-0.2905
1891-01-15,World,-0.4241,-0.486,-0.369
1891-02-15,World,-0.32478,-0.388,-0.2685
1891-03-15,World,-0.27928,-0.344,-0.2185
1891-04-15,World,-0.26569,-0.328,-0.21
1891-05-15,World,-0.13363,-0.1945,-0.079
1891-06-15,World,-0.21008,-0.266,-0.16
1891-07-15,World,-0.29418,-0.349,-0.2445
1891-08-15,World,-0.29462,-0.35,-0.2455
1891-09-15,World,-0.22467,-0.283,-0.166
1891-10-15,World,-0.26292,-0.328,-0.1965
1891-11-15,World,-0.37372,-0.439,-0.306
1891-12-15,World,-0.27567,-0.34,-0.21
1892-01-15,World,-0.25314,-0.32,-0.1865
1892-02-15,World,-0.1674,-0.2315,-0.1085
1892-03-15,World,-0.326,-0.3905,-0.269
1892-04-15,World,-0.3585,-0.421,-0.303
1892-05-15,World,-0.34502,-0.4025,-0.295
1892-06-15,World,-0.44626,-0.5045,-0.397
1892-07-15,World,-0.55617,-0.6105,-0.5115
1892-08-15,World,-0.50384,-0.559,-0.4585
1892-09-15,World,-0.44973,-0.5095,-0.393
1892-10-15,World,-0.54384,-0.6115,-0.4765
1892-11-15,World,-0.53804,-0.6075,-0.464
1892-12-15,World,-0.57494,-0.646,-0.499
1893-01-15,World,-0.46154,-0.5305,-0.397
1893-02-15,World,-0.37998,-0.4505,-0.3185
1893-03-15,World,-0.34416,-0.411,-0.2865
1893-04-15,World,-0.50916,-0.574,-0.454
1893-05-15,World,-0.53437,-0.5945,-0.484
1893-06-15,World,-0.47458,-0.532,-0.4245
1893-07-15,World,-0.29398,-0.349,-0.2445
1893-08-15,World,-0.31578,-0.3725,-0.2665
1893-09-15,World,-0.49064,-0.5515,-0.434
1893-10-15,World,-0.32086,-0.3875,-0.256
1893-11-15,World,-0.45613,-0.5275,-0.3845
1893-12-15,World,-0.42143,-0.4915,-0.354
1894-01-15,World,-0.45152,-0.5245,-0.3895
1894-02-15,World,-0.46097,-0.5335,-0.399
1894-03-15,World,-0.48847,-0.559,-0.428
1894-04-15,World,-0.41793,-0.4855,-0.3605
1894-05-15,World,-0.51633,-0.58,-0.4615
